c1,c2,c26,c27,c28,c29,c30,c31,c32,c33,c39,c139,c142,c143,c155,c157,c158,c160,c161,c162,c163,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c19,c20,c21,c22,c23,c34,c35,c36,c52,c241
43925,2,493.0875908,104.5084177,44.25541682,289.5321162,14.61452803,87.02569017,54.49659208,-66.54944922,0.480416325,13.79290283,58.17580121,46.5,7.5,29,21.4,760,360,190,70,2.242576245,20.11447881,10.46529595,0.759562841,59.5891568,10.37869637,32.55073898,3.586666879,18.02952781,24.37112367,13.79290283,5.875636832,8.877627034,3.350403159,45.23418294,0.225301522,1.431557456,0.050453706,8.793729353,2.203103954
43926,2,492.9787323,104.4853973,44.51024967,290.3874043,14.61661394,88.89028766,55.03330457,-66.27626217,0.480164173,14.16346876,59.2315327,46.55400879,7.1,28.5,20.8,760,360,190,70,2.261519479,20.15375343,10.61728496,0.753414897,59.54476776,10.64335093,32.84984686,3.75462027,18.33089376,24.55770379,14.16346876,6.057609815,8.791989376,3.482936869,44.98941218,0.225606826,1.423754342,0.050313122,9.061533221,2.240340207
43927,2,493.1638559,104.4956899,45.8655132,291.1243396,14.64377955,88.56554983,54.97716191,-66.32282634,0.479738495,14.10040342,59.75020161,47.49998474,7.6,29,21.4,760,360,190,70,2.277730034,20.07037127,10.61379031,0.750663643,60.15056567,10.93663387,33.22946492,3.769783327,18.47131901,24.64085834,14.10095707,6.086846103,8.615431563,3.507572599,44.42427062,0.225702041,1.416382831,0.050094102,9.321481023,2.234909373
43928,2,492.7203356,104.4920357,47.82179408,290.6096414,14.57388767,88.50098173,55.19644166,-66.17147805,0.480128262,13.87143234,60.6469644,48.46855865,7.6,29,21.8,760,360,190,70,2.303750192,20.16607871,10.74450543,0.763554771,60.26958238,10.78733628,32.74612194,3.58466752,18.29258512,24.59446585,13.87143234,7.402963521,10.27487357,5.033632814,44.08363285,0.226537251,1.433085888,0.050445404,9.12812416,2.261883531
43929,2,491.8675361,104.5208945,47.28195361,290.557722,14.68317845,88.71292684,55.239798,-66.16838102,0.480031577,14.25554945,60.43109301,48.49996948,6.9,27.5,21.35,800,360,200,70,2.294366813,19.86836582,9.563258398,0.767030361,59.90648695,10.79568115,33.16234964,3.657639244,18.56470009,25.00199356,14.25554945,7.987401121,10.86485376,5.891294329,43.92726478,0.225117824,1.413992731,0.049987786,8.815713596,2.270119437
43930,2,491.7287516,104.5056546,47.62306979,290.0223696,14.60896715,87.88459702,55.01329493,-66.29936811,0.480068331,14.06065153,60.14765591,48.49996948,11.3,28.5,23.5,800,360,200,70,2.280439973,19.6774277,10.61379031,0.76048296,59.57355681,10.60268675,32.95101966,3.5378691,18.22198626,24.81191336,14.06065153,8.392241092,10.70344846,5.750510976,44.7060244,0.224506936,1.411687645,0.049786364,8.426444533,2.274627772
43931,2,491.6928731,104.4084042,47.91545425,289.0709893,14.5831849,87.02154434,54.4621595,-66.57854523,0.488793155,14.52775686,59.83183253,48.49996948,9.6,28.8,23.5,800,350,190,70,2.326366563,20.27483288,9.789712313,0.717242741,59.14510699,10.92541973,34.08436955,3.005406268,19.3559346,26.80477896,14.52775686,8.364105771,10.56963508,5.938514827,44.01442695,0.226135457,1.38363657,0.051128374,8.531258927,2.281456666
43932,2,491.0105783,104.5318335,48.33755286,287.7465814,14.52762247,87.08996423,54.32388296,-66.64394089,0.499275281,15.46281932,59.9882169,48.49996948,9.5,28.5,23.4,800,360,185,70,2.379829365,20.58735146,8.759720667,0.654930849,58.44171314,11.35715714,36.09831464,1.375438553,21.19591557,29.38282405,15.46281932,8.701297063,10.45142322,5.968807525,42.30156305,0.226221911,1.376131684,0.050296805,8.742024449,2.317309158
43933,2,489.6934007,104.4951836,48.20097529,286.0198251,14.51151674,86.17036768,54.11170889,-66.75671023,0.500216383,15.74529287,59.35534936,48.49996948,9.2,28.5,22.9,800,350,190,70,2.361667198,20.4615924,8.268941497,0.621595162,57.16887409,11.28816021,35.63446511,1.366626228,21.5458055,29.89496184,15.74529287,8.909894377,10.55372944,5.65853727,41.4874212,0.22610891,1.375738284,0.050147951,9.130712584,2.35042836
43934,2,488.6620581,104.5584086,48.21880263,285.4519693,14.50072324,86.6776194,54.218753,-66.69190395,0.501023432,15.64045803,59.56094356,48.49996948,9.1,28.5,23,760,360,190,70,2.338593484,20.45335875,8.49685127,0.620831037,57.16285122,11.22139125,35.86176497,1.429067939,21.31532894,30.02793534,15.64045803,8.718197125,10.77831906,5.617034684,41.54794516,0.226512993,1.382181916,0.050041759,8.394799361,2.359861679
43935,2,489.024294,104.5202424,47.77273976,286.4206672,14.53197131,87.33760895,54.55680166,-66.52987074,0.500076856,16.06801276,59.69744147,48.49996948,9.4,29.3,23.2,770,360,190,70,2.329032739,20.31960731,8.63141229,0.622284665,57.49220287,11.30566961,35.86453891,1.561744228,21.28955937,30.36126554,16.06801276,8.990155201,10.93349776,5.477506889,41.49067941,0.225217504,1.386823163,0.050205256,8.297261717,2.350063869
43936,2,490.2948611,104.4678797,47.20435684,288.3969193,14.64588301,88.40672094,54.9225942,-66.33105969,0.500925148,15.82044184,60.39256766,48.4478177,7.9,28.8,22,770,360,190,70,2.310815083,20.17500089,8.954512835,0.621401973,58.39739647,11.1984527,36.05763657,1.581866749,21.41274286,30.15090615,15.82044184,9.053752648,10.93391836,5.547639732,41.744153,0.223569165,1.384940492,0.050615267,8.693553602,2.322211023
43937,2,491.0758242,104.426886,47.37898639,287.8737318,14.59079424,88,54.72310489,-66.42530108,0.499587028,14.71665009,59.20973787,48.27402567,7.8,29,22.8,770,360,190,70,2.29043828,20.27902823,8.104838563,0.613727237,59.08256934,11.38142141,35.57916402,1.72866084,21.16895135,29.49579354,14.71665009,8.506415804,10.75430942,5.922841498,41.84226256,0.224164119,1.384618128,0.05098531,8.217368598,2.291352389
43938,2,489.0983938,104.4551931,48.30897709,285.8177467,14.59665311,87.32886902,53.99225094,-66.744873,0.514570442,14.12258161,57.7845126,48.37093069,7,28,21.7,770,360,190,70,2.250099552,20.17292051,7.661108675,0.602547476,58.16902348,11.34280524,34.57900349,1.540634396,21.21096163,28.40365203,14.12258161,8.208177251,10.70781984,6.294248995,40.62071418,0.223526061,1.371145369,0.050018537,7.902701358,2.331788261
43939,2,488.3282659,104.4784699,47.12268628,285.4401627,14.60584388,87,54.37547108,-66.55353274,0.498499591,14.9620627,59.13087469,47.99997711,20.9,28.5,24.2,770,360,190,54,2.233939919,20.26382103,8.26242991,0.608157198,59.85041789,11.2526291,35.47052685,1.916002357,21.70733772,28.75555237,14.9620627,7.864149811,10.7613543,6.635197562,40.51413552,0.22373353,1.382823166,0.05004778,7.658154383,2.240964909
43940,2,488.9399462,104.5418316,46.97809804,286.2405526,14.63849763,87,53.47428338,-66.50718396,0.500744444,15.0483108,59.40861294,47.99997711,20.7,29,24.2,770,350,190,54,2.227243043,19.77537184,8.844468372,0.605980758,59.93395336,11.45152146,35.50182356,1.967248269,21.69059936,28.53753646,15.0483108,7.800341478,10.92230888,6.703004768,40.28784598,0.222693474,1.377241262,0.049896039,7.604161366,2.23542901
43941,2,488.7215133,104.4766804,46.61574484,285.813257,14.63250004,87,51.77830302,-66.71743092,0.500088436,15.09356082,58.72740908,48.00566911,20.5,29,24.4,800,370,190,50,2.217968777,19.51487466,8.858898668,0.599278687,59.74362671,11.49832413,35.6491428,2.093618225,21.70057173,28.54256109,15.07866219,7.870661388,11.02013241,6.733033797,40.08159457,0.22228501,1.373727367,0.050133344,7.53608026,2.236485332
43942,2,493.4679627,104.6197444,41.38946078,288.522001,14.75895488,87.0212444,49.97927255,-67.43385273,0.594316307,12.06825439,56.81328292,42.00007629,20.1,28.9,25.2,800,370,190,50,2.073461498,20.7277297,6.288288745,0.542903335,61.59775824,10.53249149,31.09220465,1.285213221,18.59008761,25.06090091,12.06825439,7.997114286,10.98209597,6.653631916,40.61280708,0.219693368,1.309049804,0.050025441,7.629998053,1.95813253
43943,2,491.4506798,104.5386057,50.950655,287.8663916,14.65610092,73.24145634,50.0419474,-68.62812268,0.592258895,12.34406705,53.48915484,51.47831159,20,28.5,24.8,800,370,190,50,2.15177522,19.51398821,6.427370532,0.529131624,60.20559655,10.50027605,31.39476298,1.400253899,18.99640879,27.8464976,12.34406705,7.676608461,10.84965189,6.884720305,40.84911144,0.219531149,1.310787417,0.04978926,8.098463514,2.037853986
43944,2,490.3899451,104.4832895,53.8159937,285.7150111,14.6856073,72.20666272,52.02799447,-67.76031063,0.614539612,11.99154872,55.90589614,53.59335081,20.1,29,25,800,370,190,50,2.121679338,20.1464977,6.213574685,0.560887386,55.47450556,10.22150171,29.7325769,1.199950267,18.26540914,31.16216637,11.99154872,7.11530967,10.74023793,6.332486265,42.55718199,0.218269388,1.294185275,0.050273133,7.747575275,2.373673835
43945,2,487.5935122,104.4792789,48.59953081,283.225632,14.4217258,79.53079483,49.17553385,-68.944404,0.502625239,13.7596845,55.84692203,48.34969402,20.2,29,24.9,760,360,200,70,2.268886927,19.11344583,8.029290896,0.576810528,57.39158576,11.19555745,32.70099299,1.429693022,20.22653745,35.12753759,13.7596845,6.954391944,10.06748813,7.113736373,43.37645573,0.221598069,1.398740528,0.050509949,6.033646921,2.232562909
43946,2,489.3229682,104.4809205,48.08682319,285.0921218,14.50257537,80.02806294,49.46418719,-68.82900001,0.485879378,14.20935137,55.99166537,48.30002594,20.3,29,24.8,760,360,200,70,2.253789912,19.65563167,6.90483403,0.574275873,58.34846796,11.33577758,33.0147805,1.492292168,20.56750216,35.71389156,14.20935137,7.397172477,8.987000075,7.447717247,43.32417119,0.223857728,1.407025385,0.049994589,6.032240217,2.195685519
43947,2,490.4490426,104.5117586,47.75057311,285.7430068,14.53013742,82.41687932,49.91641461,-68.66210705,0.450334791,15.27204698,57.10112925,48.30002594,19.5,29,24.8,780,360,190,70,2.248125273,19.46902075,6.672503315,0.549423415,57.91334382,11.18924172,33.92453791,1.394613582,21.68227829,38.20142926,15.27204698,8.157806487,8.959495339,7.47522373,42.14669555,0.223302901,1.390981586,0.050332354,6.301051761,2.247624534
43948,2,490.1673218,104.4807402,49.73832637,284.7079827,14.44045811,79.22237058,50.02833709,-68.59780332,0.483869719,14.74036473,56.44030687,49.6748034,19.5,28.5,24.1,780,360,190,70,2.2352883,19.44976959,6.705671345,0.545902414,57.62930958,11.14006349,33.7021324,1.312485188,21.39565581,37.6635464,14.74036473,8.006465772,9.131882792,7.453761257,42.2915188,0.223284307,1.37279624,0.050037308,6.474603635,2.23776231
43949,2,490.1939578,104.486203,47.49937797,284.7622079,14.4279522,81.98328907,50.42355592,-68.44876811,0.5013519,14.92869116,56.76886897,48.30002594,19.4,28.5,24.5,780,360,190,70,2.249837113,19.62814231,7.462548789,0.559624997,58.18274171,11.1084189,34.23542562,1.656989191,21.99950262,37.25562423,14.92869116,7.845262804,9.634256619,7.297098074,41.74344782,0.22306616,1.364328356,0.050017049,6.492330951,2.225448015
43950,2,490.7363676,104.4745286,48.20704416,285.5686507,14.43599744,84.30024943,50.25225602,-68.48812079,0.501208685,15.73854164,58.33712267,48.30002594,19.2,29,24.4,800,360,190,70,2.262880704,19.58695537,8.446572948,0.581395644,58.07819545,11.27960821,35.01351466,1.703545091,22.51866814,35.78653636,15.73854164,7.981777043,9.540709255,7.062653852,40.75379964,0.223068612,1.382270224,0.049959118,6.654822545,2.281532554
43951,2,491.5539544,104.4937322,48.05400799,287.0221131,14.45104094,85.97529423,50.66931823,-68.27271765,0.501273257,16.21462654,59.21670668,48.30002594,19.2,29,24.4,800,360,190,70,2.292472581,19.7618161,9.110582804,0.605220632,58.03077028,11.29891966,35.39878666,1.702058896,22.41932203,33.86498169,16.21530305,8.171654971,9.680882784,7.151568479,40.54355574,0.224035105,1.3657027,0.050105594,6.971650494,2.309624731
43952,2,493.2512325,104.4227393,47.27130973,289.6700896,14.56345631,87.70209879,51.12069982,-68.06935362,0.50098299,16.71812923,59.88158505,48.30002594,20,29,24.3,760,360,190,70,2.339163197,19.95266971,9.510464847,0.624704178,57.80547363,11.24436918,35.80777359,1.645637431,22.40782801,34.16235361,16.71812923,8.521709259,9.840036887,6.847847166,40.58989551,0.224702551,1.420737468,0.049984583,6.872086384,2.334958959
43953,2,492.4842517,104.5086393,47.32791791,289.3345132,14.54082779,88.45305447,51.32023616,-68.00415532,0.500669589,16.76155771,60.29276132,48.30002594,20,29,24.2,760,360,190,70,2.338785015,20.09999903,9.579288601,0.626864824,57.9177917,11.24201016,36.35209273,1.617785082,22.05909335,33.47381663,16.76155771,8.59213182,10.17550902,7.243050577,41.28290561,0.224400656,1.380723591,0.049883197,6.568168738,2.344374127
43954,2,491.9989223,104.5102444,47.45476444,288.9035742,14.53606883,88.38411474,51.43327533,-67.95012067,0.500534825,16.59878799,60.28511543,48.30002594,20,29,24.8,760,360,190,70,2.320423985,19.81257848,9.828541864,0.627785296,58.29273669,11.27797181,36.29536213,1.568488429,21.90360585,33.5148705,16.59878799,8.648111542,10.42634456,7.215782856,41.43194518,0.223616738,1.376784892,0.050075479,6.817403762,2.330288247
43955,2,491.8726745,104.6357531,47.13437467,288.6638009,14.6023913,87.83533611,51.37880395,-67.99980464,0.500495142,16.02441246,59.79411623,48.30002594,19.6,28.8,24,760,360,190,70,2.315483461,19.67528752,9.772270309,0.622536405,58.64078228,11.366246,36.15374556,1.62868197,21.77351871,33.62866275,16.02441246,8.679727221,10.53721981,6.600846801,41.86471827,0.223856735,1.373836483,0.050174362,7.231034518,2.301635577
43956,2,491.1613512,104.4761295,46.93263083,288.4541198,14.63589223,88.23862958,51.38631687,-67.9791383,0.500683408,16.21238934,59.89384544,48.30002594,19.6,29,24.5,800,380,190,55,2.314828247,19.68831102,9.71938159,0.621156063,58.61622393,11.39009658,35.9858287,1.6500724,21.85389937,33.80681474,16.21238934,8.698333428,10.61796559,6.89480174,41.80753259,0.223497491,1.369121459,0.050301543,7.695971297,2.306038352
43957,2,491.6833594,104.4914953,47.08740207,288.3952269,14.63814646,87.30412827,50.98920338,-68.1340324,0.50084417,15.84390185,59.52470891,48.30002594,19.6,29,23.1,800,380,190,55,2.300849697,19.62204811,9.618763052,0.621124003,58.66149375,11.32999104,36.42642684,1.583930815,21.62952899,33.49437743,15.84390185,8.580347348,10.58349398,6.961513978,41.70332201,0.223655763,1.375754444,0.049973461,7.607252616,2.290966727
43958,2,490.5787987,104.506781,47.19473346,286.8219339,14.64051936,84.62886854,51.0494632,-68.1276175,0.506334087,14.30350653,58.18622545,48.30002594,19.7,29,22.9,800,350,190,54,2.236316391,19.40052492,9.148021304,0.601008296,58.66568965,11.33866246,35.44451163,1.684819437,21.22665919,32.30514262,14.30350653,7.545108425,10.59295541,7.006218623,42.2270756,0.22254272,1.359990316,0.049883708,7.221337924,2.247030637
43959,2,491.7496119,104.5032051,47.10205016,287.6744298,14.61600581,84.66551821,51.22086592,-68.04266878,0.501159273,14.35519706,58.21443038,48.30002594,19.7,29,22.9,800,350,190,54,2.234948915,19.65574519,8.819714046,0.600581984,58.97308148,11.36602413,35.76451708,1.653281295,21.23182601,32.15282803,14.35519706,7.453700525,10.52719344,7.2324524,42.22857386,0.223992915,1.382448391,0.050157037,7.006216173,2.234368038
43960,2,491.3846309,104.5004258,48.87999344,287.6323857,14.51763841,85.60127754,51.25434791,-68.02703603,0.509116749,15.01635935,59.56247984,49.05146585,19.7,29,22.9,800,350,190,54,2.238964448,19.47066567,9.345489148,0.610437525,58.91032149,11.39785445,35.87965026,1.721556985,21.19682355,32.57406574,15.01635935,7.52709062,10.31952875,7.649634102,42.46844525,0.222946133,1.378921061,0.050206635,7.326759358,2.282813395
43961,2,491.7182415,104.4887436,50.66618614,287.5180913,14.45450328,84.37569989,50.76410686,-68.24264368,0.520099902,15.19803618,59.83029449,50,19.7,29,22.9,800,350,190,54,2.204752267,19.31370222,9.528547143,0.610971785,59.14027942,11.49092295,36.0322297,1.619798777,21.04310891,32.54785241,15.19803618,7.65828787,10.19802557,7.613672387,42.86908013,0.222602691,1.383296237,0.049893592,7.639357392,2.283416436
43962,2,489.937491,104.4724494,53.58869594,285.3162422,14.42369382,81.91361772,50.33692228,-68.43907054,0.518794038,15.29739995,60.21451857,53.2784807,19.2,29,23.9,760,360,200,70,2.081555362,19.50263691,9.266861193,0.63893451,58.96097902,11.57065942,36.03808724,1.553005018,21.2313532,33.44031488,15.29739995,8.217329824,10.28286177,7.651045414,42.43740376,0.223405454,1.385456449,0.0500053,7.592542828,2.309844405
43963,2,488.7846905,104.5183407,53.58869594,284.5519544,14.47170546,78.7886586,50.23440349,-68.51276158,0.520508543,16.17703171,62.5200284,53.59335081,19.1,29,23.3,760,360,200,70,2.046715093,18.91814863,9.645000032,0.648895565,58.47240158,11.75121883,35.71861863,1.745084056,21.64225574,36.95476115,16.17703171,8.323832212,10.37846619,7.719952794,41.27211792,0.221569581,1.38386051,0.049995639,7.62093584,2.412317135
43964,2,490.5158467,104.5301726,53.58869594,285.803715,14.52539338,77.38619285,50.18309845,-68.54735133,0.5209225,16.8812281,62.47865088,52.50101388,19.3,29,23,800,350,180,70,2.09524319,19.57873201,10.02352507,0.655355783,58.1967259,11.8018839,35.72873999,1.593553118,21.42046749,33.7111414,16.8812281,8.36177894,10.44714783,7.665259443,40.7925873,0.221996603,1.39934825,0.049879678,7.662813412,2.42059449
43965,2,492.0882324,104.5178501,53.8159937,288.4304003,14.54880566,79.9578693,51.03765485,-68.17065915,0.529129148,17.24381385,62.71789336,53.36756171,19.1,29,22.9,780,360,150,70,2.215594658,19.44150156,10.22660157,0.620642437,58.20801748,11.23038201,36.15551972,1.704461687,21.4250979,33.4521306,17.24381385,8.450103087,10.62741132,7.258102062,41.42505893,0.221388708,1.381857002,0.051128374,7.377635693,2.422343501
43966,2,492.3109394,104.5393342,53.8159937,287.911533,14.51625834,79.33167198,50.74884451,-68.28216787,0.531020402,16.22348121,61.2515347,52,19.1,29.1,22.3,780,360,150,70,2.242025149,19.11344583,10.25413372,0.665294398,58.37670662,10.84313569,34.37337472,2.134286902,20.25299038,30.53416135,16.22348121,8.614205688,10.49439385,5.846162618,42.51562713,0.221996369,1.406605246,0.049722145,7.087069803,2.365345932
43967,2,492.3721417,104.4962391,53.00696764,287.3700684,14.50292932,78.90884733,50.30655489,-68.45946254,0.528677624,15.46354861,59.55953648,53.00004578,19,29,22.1,780,360,150,70,2.245410009,19.55978013,10.61667562,0.734653271,58.13799281,9.701248983,32.46571516,3.77554843,18.04005077,27.2435939,15.46354861,8.473098314,10.43541127,6.278469456,44.48359586,0.22256743,1.452994414,0.050080432,6.874198124,2.315758556
43968,2,494.1352692,104.5020987,53.79641915,288.1038733,14.48928332,76.80493046,49.62560382,-68.75340967,0.523387762,15.55462961,58.39363021,53.00004578,18.97,29.1,22.25,800,350,200,80,2.217847937,18.96642778,9.782954068,0.671491069,56.77428844,10.19182113,33.92837404,2.443980742,19.03560872,29.45020069,15.55462961,8.608277131,10.45923846,5.817525042,43.74851382,0.222232779,1.411408319,0.050234706,6.995274272,2.329654243
43969,2,489.8283312,104.5014947,53.00696764,286.0085257,14.59259878,78.94813328,49.46151487,-68.80493912,0.528315182,15.79086564,61.12646866,53.00004578,18.2,28.8,21.65,800,360,200,65,2.210810593,19.41118126,9.08919418,0.604689493,57.4887431,10.93166887,35.85581554,1.428456569,20.87864843,32.72022542,15.79086564,8.395682692,10.56924159,5.692663537,42.18234228,0.223479891,1.34356127,0.050115692,6.889595844,2.402255139
43970,2,486.8562687,104.5624136,53.41519194,284.1600075,14.60607091,79.19606897,49.86704396,-68.65892063,0.530162207,15.60512571,62.49707075,52.82296924,18.4,29.5,21.6,800,360,200,65,2.198247171,18.99161931,9.691966103,0.606310111,58.02930205,11.0456871,35.8056762,1.562372689,20.6316341,33.26683281,15.60512571,7.876251143,10.47872762,5.486689135,43.09406492,0.221854168,1.348248016,0.050187927,6.902280797,2.430617322
43971,2,487.3684155,104.4932261,53.41519194,284.0083508,14.61116043,80.72997574,50.02275192,-68.57274178,0.530059048,15.56005564,61.14317511,52.82296924,18.4,29.5,21.6,800,360,200,65,2.215360021,19.389657,9.39618848,0.608579446,58.37854067,11.05936804,35.40904886,1.488529593,20.69922077,33.21304651,15.56005564,8.127453144,10.37941503,5.771774558,42.90827803,0.228338303,1.383450894,0.049838015,6.950687772,2.370948265
43972,2,489.7791672,104.4497134,53.00696764,284.7419622,14.54931554,73.66865218,49.03758302,-69.03355499,0.527910618,14.75429128,58.65930469,52,18.4,29.5,21.6,800,360,200,65,2.161052104,19.42605776,8.510679234,0.597217443,57.00180387,10.94683117,33.53653517,1.316213932,20.00241101,32.70280101,14.75429128,8.486903833,10.42807829,5.796482792,42.96625427,0.222405997,1.376933874,0.050012606,7.040713549,2.339633257
43973,2,490.3140599,104.4750984,53.8159937,284.1769492,14.45455357,77.11623188,49.79374342,-68.74639791,0.531320586,15.83426488,58.01969118,52.50101388,18.4,29.5,21.6,800,360,200,65,2.194239411,19.37977118,7.944201126,0.570595602,56.04721168,10.71172172,34.42937944,1.42957576,21.07154978,34.39909313,15.83426488,8.879992032,10.50161302,6.182922326,41.77360865,0.223814087,1.344264998,0.049885681,7.126171631,2.355277394
43974,2,490.2184203,104.5176417,53.41519194,285.5692046,14.54281576,78.98840742,50.15837875,-68.53733487,0.540645177,15.52584342,60.29427397,53.00004578,18.4,29.5,21.6,800,360,200,65,2.234468529,19.6998552,8.902821219,0.622025805,59.00817233,11.18613286,34.62244664,1.415621939,20.64268804,32.81953682,15.52584342,8.593436408,10.63994385,6.093634083,42.59548514,0.224550252,1.372463617,0.049859538,7.287447515,2.311338892
43975,2,491.4198906,104.4660855,52.53793108,287.3654785,14.51917628,83.92264778,51.3742598,-67.98350849,0.540987956,16.16360433,60.54261534,51.61171506,18.4,29.5,21.6,800,360,200,65,2.248136508,20.04289911,9.794687887,0.652537395,59.07653257,11.04968619,34.94948675,1.508796751,20.87636638,31.5885298,16.16360433,8.229892843,10.63657093,6.048802694,41.94685866,0.224319439,1.389445126,0.049786683,7.297639712,2.309894859
43976,2,491.0656131,104.4847199,50.78192324,287.5763683,14.5406469,85.080201,51.84348045,-67.76869351,0.540197975,16.32801613,60.22484705,50.43871837,18.4,29.5,21.6,800,360,200,65,2.238808491,20.02344203,9.970664899,0.658504388,58.87361428,11.02834353,35.04074115,1.479934555,20.97396966,31.2846939,16.32801613,8.054782599,10.70244699,5.853407233,41.89074333,0.224013554,1.383093113,0.049880955,7.218292686,2.307691245
43977,2,491.6166166,104.4588889,50.20562323,287.8641511,14.48326462,85.77596232,51.79113525,-67.787433,0.540102929,16.5432398,60.35090348,50,18.4,29.5,21.6,800,360,200,65,2.245766558,20.12317516,10.01609377,0.660697961,58.81564122,11.03788041,35.42652896,1.524290121,21.13163774,31.06525149,16.5432398,7.980337543,10.74264282,5.663478074,41.41153472,0.224161442,1.385277432,0.049883796,7.228070073,2.311996991
43978,2,490.5406517,104.4843225,53.41519194,286.5052372,14.46935393,82.67416913,50.93108156,-68.2173146,0.539800949,16.29166655,61.25313097,53.36756171,18.4,29.5,21.6,800,360,200,65,2.237404611,20.10012269,9.826769401,0.651592821,58.36829999,10.99473717,35.44716298,1.419355245,20.92864913,30.80749776,16.29166655,8.086320977,10.77012405,5.465102081,41.24714857,0.224529047,1.36393081,0.049887098,7.186346858,2.364605811
43979,2,488.8486539,104.5085256,53.00696764,285.2649317,14.49174245,81.50804363,50.55276046,-68.3569215,0.539883449,16.17757615,61.90807259,52.50101388,18.4,29.5,21.6,800,360,200,65,2.235509073,20.2014357,9.769885819,0.647554414,57.69907144,10.85837633,34.74107136,1.317680399,20.92453019,30.65511581,16.17757615,8.176675618,10.74727412,5.382889705,41.14437541,0.224383206,1.344406861,0.050135639,7.223392958,2.416682977
43980,2,488.6111704,104.4428488,52.18157327,284.0984179,14.49644859,82.27338851,50.68475511,-68.2781455,0.539763625,15.38009631,59.31387776,51.04738104,18.4,29.5,21.6,800,360,200,65,2.224033308,19.98926146,9.815399276,0.64113086,57.41580156,10.95177281,34.27516427,1.345575043,20.79131729,30.42136482,15.38009631,8.136242294,10.45306536,5.302599641,41.43209384,0.224093523,1.346113982,0.049764248,7.221767399,2.341776273
43981,2,488.7582758,104.4806641,53.41519194,284.0926283,14.47811677,77.52807377,50.03816253,-68.61058542,0.540462925,15.17994541,60.68107492,52.96850013,18.4,29.5,21.6,800,360,200,65,2.224592452,19.68341617,9.63290467,0.644094685,57.39483265,10.98464579,33.82140979,1.469241322,20.64564563,30.19462377,15.17994541,8.051345414,10.20923134,5.704865591,41.50505386,0.223679011,1.343892013,0.049756504,7.394863381,2.392871963
43982,2,487.5707311,104.5355304,53.00696764,284.1421302,14.49446462,79.67205231,50.57845491,-68.35741431,0.540117702,15.51891233,62.85076652,52.96850013,18.4,29.5,21.6,800,360,200,65,2.244486765,20.04447195,9.707336212,0.650717114,57.7154084,10.72195867,34.41628585,1.514563896,21.05359117,30.38627138,15.51891233,8.238494699,10.13203755,5.540727648,41.85286571,0.224168229,1.348186071,0.049947404,7.308622126,2.424823211
43983,2,487.2956367,104.4884372,53.79641915,284.1187949,14.47824859,80.79207919,50.75911878,-68.27958408,0.540101829,15.5527002,62.94091516,52.50101388,18.9,29,21.5,800,350,180,48,2.225463993,20.07523535,9.918123887,0.659266171,58.15465544,10.85720942,35.25189286,1.586602083,21.28634964,30.39672683,15.5527002,8.226273584,10.06527759,5.598410021,41.87862485,0.224641949,1.359027828,0.049905944,7.09373379,2.430617322
43984,2,486.3703211,104.5201201,53.12594225,281.9063928,14.46042627,81.92622688,51.15023074,-68.07876452,0.539105709,15.58496572,59.49799644,51.49698795,18.9,28.9,21.7,800,350,180,48,2.212070099,19.81896547,9.565210727,0.652777383,58.42520614,10.95467749,34.9447777,1.660093171,21.22830031,30.29869513,15.58496572,8.181838891,10.08352985,6.031334699,42.55533565,0.223572013,1.349651384,0.049840932,6.84783509,2.311539455
43985,2,488.9031054,104.4717018,53.41519194,285.1652911,14.55411946,77.34595912,50.39498202,-68.47716188,0.541242861,15.73435929,61.74836222,52,18.1,29,21,800,360,200,80,2.229793642,19.82036163,9.305116333,0.647486061,57.7162012,10.79574502,35.12005627,1.571542606,20.9436674,29.67505342,15.73435929,7.806750071,10.2543566,6.120596579,42.4121408,0.223477284,1.348409165,0.049980158,7.060302884,2.41704753
43986,2,489.1172495,104.4361669,53.79641915,286.21818,14.59751819,79.99312222,50.63698374,-68.34898213,0.540220531,15.44654262,62.96134368,52.82296924,16.4,29,20.7,800,360,200,80,2.243752775,20.54066447,10.11833331,0.714959767,58.05889387,10.34926063,32.14790133,4.121361423,19.04167754,27.30532434,15.44654262,7.823353989,10.43146331,5.931179099,43.3619259,0.225296751,1.393528019,0.049995639,7.13720331,2.430617322
43987,2,490.3526167,104.4803553,53.00696764,286.086478,14.54036822,80.75959952,50.49338403,-68.3836357,0.53942764,15.16780247,59.76061924,52.82296924,18.8,29,21.5,800,360,200,80,2.203238444,20.04962349,10.22818376,0.700949034,57.72841829,10.47461021,33.00900001,3.559832883,19.02409761,27.41657123,15.16780247,7.885857944,10.59221476,5.845901241,43.22342833,0.224824101,1.377071866,0.049926883,7.150559031,2.340491485
43988,2,490.0036841,104.5510834,49.78968771,285.5981029,14.43161312,85.27592504,50.9461579,-68.18310448,0.540915205,16.19339343,59.77506761,49.62110783,18.5,28.5,20.8,800,360,200,80,2.21181578,20.13065712,10.30862354,0.664763564,58.75169424,10.97753665,36.82686326,1.462961879,20.58669112,28.81905452,16.19339343,8.060785129,10.66090547,5.802710057,42.5044112,0.225216753,1.348673022,0.049994589,6.793573109,2.298922857
