c1,c2,c26,c27,c28,c29,c30,c31,c32,c33,c39,c139,c142,c143,c155,c157,c158,c160,c161,c162,c163,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c19,c20,c21,c22,c23,c34,c35,c36,c52,c241
43648,2,491.5467693,104.514169,41.88696852,288.0146004,14.58939072,82.45828368,51.00261369,-68.20490361,0.520515048,13.65036167,54.58610383,40.8000946,6,27.5,23.5,800,380,115,48,2.472235325,20.67703,8.177863741,0.683978017,60.62920086,10.16571003,32.44957809,4.045651576,19.70826508,28.83446533,13.65036167,5.802559099,9.462633779,3.291483192,42.88066191,0.160781207,1.353861115,0.05033612,8.108397923,2.050913593
43649,2,492.0401579,104.5100787,41.91742445,288.7997928,14.6223678,81.59470193,50.66543907,-68.35887387,0.519272086,13.68375091,54.24476508,40.8000946,6,27.5,23.6,800,360,190,80,2.463077519,20.58032677,8.251452114,0.690249658,60.93319283,10.24812864,31.74314295,3.859473579,19.34223061,28.13305029,13.68375091,6.183966422,9.472233989,3.166463836,43.0709474,0.162102854,1.371579264,0.050112478,8.341050641,2.027008936
43650,2,492.2268091,104.4928532,42.15437505,288.8341333,14.60042752,81.42300644,50.9582444,-68.2580339,0.520452656,13.92377782,54.25569672,40.8000946,6,27.7,23.3,800,370,190,80,2.466916284,20.56704981,8.223422961,0.690353321,60.56737423,10.1487797,33.19303242,3.58466752,19.23672548,27.83891841,13.92377782,6.309251713,9.459030144,3.010428475,43.22619654,0.181604191,1.371204184,0.049698221,8.512920788,2.040329188
43651,2,492.1132044,104.5150159,42.03863895,288.3863734,14.56175339,82.38216712,51.23282842,-68.10698524,0.520477197,13.71167331,54.64929265,40.8000946,6,28,23.5,800,350,120,50,2.473577572,20.53072944,8.365355585,0.700977989,60.16937534,10.20729206,32.83673188,4.471187145,18.81735552,27.25976916,13.71167331,6.171128598,9.540169007,2.974572757,44.06150902,0.226919601,1.383113282,0.049745563,8.485977794,2.067842742
43652,2,492.6788831,104.4998686,42.26401514,288.3847418,14.49338302,82.38591696,51.4416695,-68.00939931,0.520372599,13.53382563,54.75643931,40.8000946,6,28,23.3,800,350,130,50,2.449771048,20.6298355,8.376948779,0.706849887,59.96658294,10.32100607,33.01563626,4.219427423,18.28474787,26.7128072,13.53382563,6.001452352,9.579764843,3.094847735,44.92599651,0.237349626,1.381897599,0.050285571,8.656174427,2.078656578
43653,2,492.6046174,104.4532586,42.33207882,288.5137869,14.49311585,81.95898362,51.32020881,-68.06244634,0.520153008,13.40036463,54.6069004,40.8000946,6,28,23.2,800,350,130,50,2.369820668,20.84242512,8.571973004,0.720797874,60.20359487,10.38627431,32.82919862,3.868413447,17.685609,24.72909498,13.40036463,5.942730437,9.54911975,3.070103988,45.44570879,0.297746151,1.392568679,0.050012149,8.652050069,2.064512305
43654,2,492.9730263,104.4639886,42.13352895,289.0037475,14.50612807,82.2492666,51.33742404,-68.05349442,0.520111389,13.43932176,54.6816771,40.8000946,5.55,27.9,23.2,800,360,150,40,2.34655959,21.01054793,8.636395541,0.729015233,60.48790056,10.38327029,32.26367235,4.099818333,17.57057643,23.62091313,13.43932176,5.957992509,9.501984053,3.11622242,45.57138101,0.289901491,1.394881087,0.049804291,8.850373129,2.056325222
43655,2,493.0790666,104.4385889,41.95856292,289.4266098,14.5092478,82.07303036,51.21377537,-68.12505404,0.519728181,13.39608967,54.52342459,40.8000946,5.8,27.3,23.2,790,360,150,40,2.32698645,20.89477489,8.927415378,0.732864773,60.53142955,10.42847731,31.46989489,3.682372992,17.67660435,25.39043887,13.39608967,5.925471997,9.410502472,3.202712288,44.95195484,0.27487529,1.396763724,0.050186424,8.888314262,2.049044508
43656,2,494.222834,104.5588771,43.12167748,289.8677868,14.38046016,79.50312353,51.02666123,-68.23913976,0.519974995,12.80258536,53.88501687,40.8000946,6,28,23.2,800,380,115,45,2.329647731,20.77838265,8.58008031,0.74420268,60.4852693,10.3645403,32.34186518,1.81104329,17.96554609,27.89180727,12.80258536,5.906897818,9.317399451,3.269645878,45.91974599,0.26700673,1.417747644,0.049859538,8.848322712,2.02734984
43657,2,494.1542403,104.5172141,42.40689836,289.4984723,14.3954358,81.8500893,51.66106212,-67.94392619,0.520232541,13.05194273,54.6209067,40.8000946,6,27.5,23.4,800,380,115,45,2.358047875,20.8805847,8.747660152,0.746446591,60.44268749,10.45749156,32.82985597,3.874289003,17.82310458,25.09568509,13.05194273,5.672445498,9.18356038,3.216321025,46.16774112,0.259398794,1.41484835,0.050564432,9.200441583,2.055781978
43658,2,494.6341794,104.5168526,42.16066545,290.5092193,14.46755398,81.73192606,51.63148916,-67.94137511,0.519908244,12.86227617,54.51296358,40.8000946,6,27.5,22.3,800,380,115,45,2.359943327,20.98361,8.752766676,0.747546944,60.44637036,10.44550031,32.54757278,3.913341962,17.63861033,25.21352517,12.86227617,5.562783831,9.141489745,3.200851245,45.88573033,0.255444651,1.416024986,0.049535366,9.261243713,2.049628303
43659,2,493.8195451,104.509048,42.96749406,289.3794049,14.39163299,80.19747962,51.26775837,-68.13682676,0.519803745,12.76715937,54.1202521,40.8000946,6,27.4,23.2,800,360,150,50,2.363865318,20.70305229,8.811050943,0.750515301,60.36827587,10.49510643,32.20243082,4.029223325,17.83410999,25.96647621,12.76715937,5.640551351,9.023069073,3.145845001,45.54885011,0.250366899,1.418481637,0.050790881,9.435501998,2.04022679
43660,2,492.9837823,104.4815747,42.79188473,289.3916136,14.46603679,79.82006701,51.17202058,-68.16308179,0.520048368,12.83726038,53.84924264,40.8000946,6,27.5,23.3,800,380,150,50,2.340421296,20.60179513,8.814398749,0.743895265,59.72701136,10.4177166,32.37327433,4.063024165,17.75698521,26.23014356,12.83726038,5.563199907,8.940725299,3.24591381,45.42241934,0.249979787,1.415718933,0.050270936,9.435504183,2.052872711
43661,2,493.3536125,104.4921159,42.09889104,290.2925316,14.55631735,80.26340688,50.98075147,-68.25366303,0.519742626,12.62912904,53.77910613,40.8000946,6,28,23.3,800,380,150,50,2.331974236,20.90016564,8.774393867,0.740384042,58.88601157,9.87893263,32.60160658,4.06605736,17.74025928,26.26558316,12.62912904,5.565348589,8.974166563,3.103311394,45.80010667,0.250973594,1.411439396,0.050103127,9.518639188,2.077951871
43662,2,493.1832339,104.4203036,41.73963551,290.9329732,14.71251535,80.44182982,51.23537241,-68.1256053,0.52008378,12.85502192,53.71075026,40.8000946,6,28.5,23.3,800,380,150,50,2.335677432,20.77997271,8.810424709,0.738943986,58.86997677,9.899298266,32.56790246,3.969845629,17.78417875,26.44877715,12.85502192,5.755005137,9.191060136,3.262632595,45.67947247,0.249064625,1.403742402,0.049880146,9.830561553,2.075446128
43663,2,492.7796156,104.448363,42.29083245,290.1415076,14.60224643,80.14563386,51.10187978,-68.19378328,0.520182077,12.68884654,53.78350339,40.8000946,6,28.5,23.3,800,380,150,50,2.326462799,20.78493146,8.834921258,0.733297556,58.53506713,10.03699546,31.98970888,3.73240082,17.7156901,26.44999859,12.68884654,5.864902961,9.296630774,3.222117551,45.64797154,0.242061159,1.405469663,0.050403786,9.853977737,2.091677217
43664,2,492.9917476,104.4786558,42.1278243,290.3285159,14.62037711,80.73496356,51.26347056,-68.14141125,0.519562154,12.69233253,53.99267691,40.8000946,6,28.5,23.3,800,380,150,50,2.317503013,20.78420729,8.985040881,0.726577212,58.55553635,10.15015352,31.76442354,3.643679107,17.82310458,26.705417,12.69233253,5.932698303,9.180178304,3.159646338,45.46216849,0.236856059,1.404673626,0.049759241,9.844392101,2.098226667
43665,2,490.1147182,104.5130828,42.43762367,287.0326956,14.57957328,80.64218735,51.15366261,-68.18838586,0.519881764,13.09910014,53.91446697,40.8000946,6,28.5,23.3,800,380,150,50,2.28329112,20.05762719,8.272690077,0.669346492,58.59365567,10.58261553,34.6298525,2.191428564,19.80316949,30.04872423,13.09910014,6.0110314,9.099442532,3.071726768,44.5067919,0.235037786,1.39273534,0.049859538,9.29192843,2.10056549
43666,2,490.8654955,104.5584397,42.51413574,287.5576787,14.56016077,80.35538125,51.22874138,-68.15509629,0.519120996,13.77857826,53.81422511,40.8000946,6,28.5,23.3,800,380,150,50,2.32113839,20.22859386,7.517427746,0.629145002,57.96182276,10.6561991,35.4393967,2.083220051,20.6651726,31.40987918,13.77857826,5.97746906,9.224390055,2.943239547,42.8607557,0.235095168,1.374710403,0.051128374,9.523453608,2.119835284
43667,2,491.5217909,104.5187876,42.6346656,288.1213627,14.55698671,79.21193251,51.10863823,-68.20585277,0.519897935,14.15876679,53.36883426,40.8000946,6,28.5,23.3,800,380,150,50,2.420573725,20.10887798,7.093659898,0.609585142,57.69521014,10.73226448,34.29101667,2.385006618,20.57728508,31.4952556,14.15876679,6.215116224,9.191337052,2.877771346,42.0899282,0.236027373,1.364675214,0.050457424,9.552699743,2.111901453
43668,2,491.5738414,104.4993384,42.18080664,288.672451,14.6395658,80.15540348,51.19613618,-68.15332301,0.520511511,14.27813841,53.60675521,40.8000946,6,27.5,22.6,800,380,115,45,2.399459184,20.36761981,7.16073278,0.616273711,57.95867487,10.68135923,35.11244084,2.875483881,20.62842512,31.16147931,14.27813841,6.287634594,8.9178278,2.972475114,42.32104891,0.241762836,1.372003152,0.049629629,9.639045236,2.110748915
43669,2,491.6380305,104.4902123,41.68353077,289.0880792,14.71145741,81.17561837,51.16218729,-68.17550039,0.519792943,13.94163126,53.88942409,40.8000946,6,27.7,22.9,800,380,115,45,2.291108455,21.04604955,7.416868177,0.663570462,57.95956246,10.66253609,35.45186849,2.222073113,20.32954891,31.17519053,13.94163126,6.225431692,9.052847046,3.023459056,43.0155723,0.241188054,1.390512644,0.049644294,9.456584022,2.119739072
43670,2,489.7303515,104.5196159,41.94736935,286.5951774,14.61845613,82.14732205,51.35944936,-68.07165975,0.519648684,14.36275567,54.31584424,40.8000946,6,28,23,800,360,150,60,2.305069882,21.05972491,7.593120105,0.685391578,58.07228404,10.84040307,36.87134343,1.560746414,20.58320262,32.10911377,14.36275567,6.354618703,9.043981556,2.969323678,42.983482,0.241097076,1.379614779,0.049897044,9.521084031,2.136900476
43671,2,489.5248404,104.5180122,41.91695149,286.1008529,14.56533521,82.86560686,51.61741859,-67.93334209,0.520097651,15.13760118,54.62061001,40.8000946,6,28,22.9,800,360,160,80,2.358556274,20.93985143,7.360759317,0.666741939,58.50346206,11.12287027,36.31047464,1.529810742,20.87212153,33.3680699,15.13760118,6.756397006,9.00691308,2.854262329,42.43149107,0.240747815,1.367478113,0.050333391,9.215388042,2.132908959
43672,2,489.5690132,104.4138635,41.64503673,286.3981432,14.61122983,83.0245702,51.47966353,-67.96755242,0.519889172,15.135771,54.57775492,40.8000946,5.9,28.5,22.7,800,340,150,60,2.358219547,20.65416788,7.628711892,0.663244847,59.10631945,11.27248025,35.91022964,1.503992551,20.92539802,33.41347083,15.135771,7.068574103,9.142885259,2.749254787,40.95166189,0.24018685,1.37262035,0.050551652,9.052100667,2.109243277
43673,2,489.6655685,104.5456487,41.6158886,286.5185759,14.5992704,83.0444407,51.53833662,-67.92082004,0.519925822,15.7159286,54.59136582,40.8000946,6,28.5,22.7,800,380,200,45,2.350948748,20.4765503,7.633617525,0.658090221,59.53428417,11.39829661,35.8124427,1.536290234,20.95073865,33.64361049,15.7159286,7.453919316,9.27346118,2.762755787,42.08543137,0.239866711,1.374274042,0.049835341,8.850845845,2.093925056
43674,2,489.6428211,104.4248695,41.50708021,286.4904413,14.61784549,83.42183918,51.5358019,-67.92761089,0.520125163,15.98989204,54.70729463,40.8000946,6,28,22.9,800,380,115,45,2.360494328,20.54571716,7.593505754,0.655623025,59.68826466,11.3279602,35.71939652,1.565287572,20.98048931,33.89921188,15.98989204,7.592078766,9.391104054,2.6854119,42.00422897,0.23994638,1.387251938,0.049905168,8.702432548,2.093023145
43675,2,489.6659516,104.4622204,41.75679808,286.5804302,14.6160256,82.82172166,51.58058279,-67.90871745,0.519475756,16.0599579,54.55606149,40.87769478,6,27.5,22.6,800,380,200,45,2.354056449,20.18463298,7.743471324,0.66434073,59.9422918,11.60227251,35.35841504,1.528070785,20.81303387,33.72132711,16.0599579,7.203139235,9.589773412,2.605887238,42.0604159,0.240019424,1.392155056,0.049272524,8.694460837,2.078307585
43676,2,490.089953,104.5037626,42.31042132,286.8941739,14.62708126,80.97564395,51.40688216,-68.01174858,0.519763597,15.92593935,53.95859542,41.00009155,6,28.5,22.9,800,380,200,45,2.340544915,20.11923153,7.282254562,0.659606878,59.45425313,11.71639338,35.08068659,1.488594762,20.63253928,33.77556599,15.92593935,6.716996759,9.951429568,2.507724888,41.73014098,0.240329308,1.387097851,0.049937286,8.795735691,2.07362903
43677,2,490.0337694,104.5433353,42.26857985,286.8439246,14.62896093,81.12038623,51.52483274,-67.99914846,0.520113704,16.20850501,53.99123198,41.00009155,6,28.5,23,800,350,200,60,2.385592011,20.4240186,6.832223108,0.651944078,58.80514974,11.62990529,34.91363522,1.51952403,20.69937489,34.0743456,16.20850501,7.812141371,10.57052423,2.502413692,41.65539182,0.241124516,1.366974143,0.049663557,8.751471494,2.098268036
43678,2,489.0854417,104.5145834,42.23963879,286.030014,14.63004953,81.63349367,51.85555404,-67.86180009,0.520203008,16.24951265,54.17770045,41.00009155,6,28.5,23,800,350,200,60,2.434012978,20.8463623,6.337670643,0.644018301,58.2098831,11.43925482,34.98145551,1.523409565,20.72041531,34.42098458,16.24951265,9.303414762,11.30277849,3.517172016,41.49492359,0.24191673,1.369301253,0.050144677,8.61972807,2.128042969
43679,2,489.2731724,104.451879,42.20653579,286.4057517,14.62689297,81.96173511,51.93824444,-67.83682573,0.519893768,16.12738243,54.31910485,41.00009155,6,29,22.9,800,350,130,55,2.439573161,20.80470517,6.437806345,0.641540403,58.04162181,11.41276985,34.85041044,1.531866085,20.97468047,34.42999398,16.12738243,9.707430478,11.72660825,3.713540261,40.90233917,0.243634884,1.367527716,0.050128775,8.75043353,2.13929706
43680,2,489.5253215,104.4402826,41.90189321,286.6893343,14.62051498,82.22462427,52.12460264,-67.72676413,0.520039524,16.3562923,54.34139038,41.00009155,6,29,22.6,800,350,110,50,2.424923604,20.80578009,6.495379545,0.639423965,58.13309579,11.34264922,35.2897084,1.741054119,20.85109171,34.09378889,16.3562923,9.904462299,11.90268844,3.535706288,41.14315064,0.240256098,1.366152165,0.04959042,8.788655302,2.135212581
43681,2,489.975521,104.4533419,41.83741766,287.1293494,14.61907373,81.720747,51.96972288,-67.79852089,0.519801546,16.06162908,54.09895007,41.00009155,6,29,22.9,800,350,140,50,2.403001589,20.63144654,6.607637355,0.63385376,58.17344093,11.31472931,35.06255719,1.458088859,20.78021333,33.88272721,16.06162908,10.14298602,11.85003149,3.640902862,40.9190491,0.239067021,1.36968601,0.050362719,8.857424314,2.123961772
43682,2,490.1683547,104.6006475,42.00671301,287.119153,14.60952692,81.44081212,52.11941196,-67.74026977,0.520115424,15.98002489,54.04607894,41.00009155,5.9,28.8,22.8,800,300,120,50,2.313649046,20.69876458,6.651851655,0.635101033,58.16351174,11.32657529,35.02176929,1.842879525,20.8635799,33.67253862,15.98002489,10.17068836,11.71977405,3.712990441,40.84028657,0.239845386,1.363946075,0.049896768,8.869046362,2.122422141
43683,2,490.1527286,104.4561159,42.46992843,286.6025975,14.47542744,82.2780332,52.4131604,-67.59371434,0.520227819,16.12465886,54.61319771,41.00009155,6,29,22.5,800,300,150,50,2.239609791,21.02427257,6.685735408,0.633939631,58.40145497,11.31221115,35.89594993,1.742700988,21.11537382,33.5918707,16.12465886,9.87345819,11.70840976,3.720308987,40.62002222,0.240602373,1.363289522,0.050432587,8.857455286,2.136042016
43684,2,490.211762,104.5180238,42.13241557,286.5299587,14.51764224,83.17262371,52.62475097,-67.5041337,0.520277299,16.14130584,54.86839475,41.00009155,6,28,22.7,800,380,200,50,2.086225836,21.04025998,7.191912545,0.642695567,58.63131411,11.34630937,35.84550105,2.195533768,21.57791302,32.17693376,16.14130584,9.923546427,11.75913228,3.471347928,40.4771272,0.240533955,1.367204388,0.049848244,8.844743507,2.13716921
43685,2,490.0164779,104.5035657,41.70821594,287.1046186,14.67030367,82.85375121,52.74081683,-67.44427588,0.519725485,15.98101242,54.56444219,41.00009155,6,28.5,23,800,400,200,45,2.078722662,20.8936751,7.242637628,0.648420446,58.52640603,11.45476119,35.91412183,2.002403483,21.81100096,32.20233338,15.98101242,9.097334687,11.19717163,3.315095531,40.32666009,0.239965142,1.36863566,0.049994589,8.921845112,2.128303711
43686,2,489.9781354,104.5677557,41.34135695,287.0020067,14.67192108,83.72609499,52.97256741,-67.33405211,0.520683031,15.60103414,54.81073193,41.00009155,6,28.5,23.4,800,400,190,80,2.26806235,21.01802891,7.420107583,0.665785976,58.64783404,11.36334963,35.75487502,1.613942889,21.74923792,30.85019452,15.60103414,8.296847479,11.38726312,2.91631065,41.05938919,0.240137995,1.37808186,0.050422832,9.005232982,2.132516128
43687,2,490.2807355,104.5277907,41.17431175,287.1628762,14.67232979,84.29041033,52.98852696,-67.32087163,0.520158182,15.45181534,54.99245061,41.00009155,6,28.7,23.1,800,400,190,80,2.283792171,21.18256376,7.40294052,0.667317303,58.98340375,11.33014314,35.93901761,2.198723932,21.69349841,29.80367696,15.45181534,8.28947632,11.45488535,2.810859699,41.25991579,0.240635222,1.381561409,0.050152466,9.271736457,2.127119056
43688,2,489.9450557,104.5537968,41.15193044,286.5014441,14.62299588,84.75273826,53.03576876,-67.29538772,0.520066074,15.5691274,55.17578102,41.00009155,6,28.5,23.1,800,390,190,80,2.288634583,21.25688539,7.37766928,0.673014268,59.50229869,11.39518517,36.17218676,2.125711827,21.58246606,29.64081665,15.5691274,8.184300096,11.39144803,2.485184688,41.47239799,0.240568111,1.385740394,0.050054788,9.456641541,2.115963105
43689,2,489.5869842,104.502208,41.73583467,285.9927221,14.56725619,83.93599403,52.98912338,-67.33319578,0.520065224,15.47254331,55.03002772,41.00009155,6,29,23,800,350,170,50,2.322746684,21.04076576,7.463009569,0.677414087,59.61078712,11.46150439,35.74546351,1.958709485,21.53557167,30.48608691,15.47254331,8.249496424,11.34957931,2.713048296,41.32650103,0.240169657,1.386708062,0.05052346,9.537706751,2.108206162
43690,2,490.4363042,104.4996562,41.89342933,286.9286978,14.57714179,83.20278218,52.84244619,-67.40328488,0.520508539,15.19299004,54.82256603,41.00009155,6,28.5,23.2,800,350,180,50,2.399877144,20.97461319,7.51690191,0.68711471,59.64379084,11.45882549,36.18105347,2.355613471,20.99844884,29.30499811,15.19299004,8.493742133,11.15347492,2.552041157,41.97776028,0.239835936,1.392793405,0.050192459,9.599495248,2.097388676
43691,2,490.9465997,104.4856282,41.85613116,287.3778838,14.58005622,83.1986524,52.66924677,-67.4829599,0.519842596,14.65962153,54.83775093,41.00009155,6,28.5,23.1,800,360,200,60,2.40638522,20.81897149,7.988067765,0.700205851,59.77727967,11.33031141,36.36390186,2.02302326,20.71015779,28.18496435,14.65962153,7.947425732,10.60471957,2.757258454,42.7832642,0.239909853,1.403465809,0.049226518,9.762747949,2.092011953
43692,2,490.0233018,104.4922976,41.24283168,287.2113464,14.65698825,83.43385681,52.5736746,-67.51899312,0.519969511,14.7934593,54.65085474,41.00009155,6,28.5,23.2,800,360,200,60,2.409949325,20.72784919,7.983667391,0.69741685,59.79778976,11.37135787,36.05350584,1.970105645,20.99173887,28.51895107,14.7934593,7.983137258,10.6053681,2.855085393,42.16922395,0.239054179,1.395869712,0.050053411,9.758201779,2.084971518
43693,2,489.7339427,104.5151999,41.90078461,286.2710482,14.57773348,83.21418122,52.47829312,-67.57012285,0.520210638,15.25044157,54.81521571,41.00009155,6,28,23,800,380,200,45,2.457376185,20.68883092,8.147890651,0.702604024,59.64356282,11.57631292,36.01634223,1.871329973,20.79625623,28.11225113,15.25044157,7.395996463,10.3182162,2.765176738,41.85734185,0.235989301,1.397446669,0.051128374,9.766461048,2.097711135
43694,2,489.9874502,104.5001052,41.74400888,286.4234347,14.57698512,83.64191386,52.34043495,-67.61011591,0.520075418,15.64901684,54.94962019,41.00009155,6,29,22.8,800,380,200,45,2.482863696,20.67941568,8.259103678,0.693441071,59.49322362,11.63453024,35.99823486,1.925965479,20.65024551,27.7824977,15.64901684,7.600110935,10.35648499,2.862462961,41.53655878,0.236156574,1.398715673,0.050142,9.904906024,2.107566461
43695,2,490.0241652,104.5443688,41.46852372,286.3829052,14.57903264,84.32149063,52.23688823,-67.67478905,0.520376017,16.10067297,55.12775767,41.00009155,6,27.5,22.8,800,380,200,45,2.508542714,20.70071435,8.344477129,0.689331248,59.28388742,11.65049001,36.43101116,2.04403494,20.91258361,27.71277204,16.10067297,7.768937569,10.22183039,2.606332229,41.1089674,0.236553875,1.398618091,0.04945403,10.01555643,2.121824661
43696,2,489.7991701,104.5008695,41.41478128,286.1112697,14.57510144,84.5337828,52.23819535,-67.66655143,0.520201472,16.25009428,55.19828884,41.00009155,6,28.8,22.85,800,400,180,50,2.513040982,20.70727693,8.451712202,0.689692788,59.30973642,11.66387211,36.1185947,1.96631637,20.85643086,27.50435396,16.25009428,7.890503537,10.20364043,2.550233467,40.98341664,0.236593823,1.400966004,0.050071089,10.13561986,2.123573155
43697,2,489.6122231,104.4935611,43.74080994,286.1393558,14.63461059,83.51692116,52.05246632,-67.768082,0.518726182,16.32933147,55.79770782,43.29064316,6,29,23.2,800,400,180,50,2.484635198,20.75813298,8.449909438,0.686255857,58.70387865,11.48446756,36.13953727,2.009522349,20.7565984,27.17841582,16.32933147,8.008409833,10.17084076,2.412525977,41.09417035,0.235982864,1.404561875,0.050023764,10.14412164,2.167790852
43698,2,488.6661273,104.5342159,46.92035093,285.680802,14.73226949,80.20752288,51.72318033,-67.9300534,0.519928511,15.0878329,55.6155223,45.50002289,6,28.5,22.9,800,500,190,80,2.498716912,20.4819424,7.825110197,0.67285848,58.88528122,11.4015258,35.58985557,1.579077404,20.52652027,29.10917821,15.0878329,7.612342983,9.746203859,2.856785771,41.36286906,0.235562275,1.391247974,0.049822153,10.13855659,2.158907475
43699,2,488.1488864,104.5138369,44.17619892,284.9617607,14.67844825,82.08181189,52.16319954,-67.72509637,0.519275211,15.17611675,55.21731426,43.24100093,6,28.5,23.1,800,400,196,80,2.489003457,20.69539161,7.497966329,0.66061868,59.04493072,11.41844948,35.60545485,1.770142663,20.60879807,29.9587868,15.17611675,8.172184621,10.10809776,2.956290723,41.45274808,0.236629139,1.383970286,0.049727845,10.22089408,2.13833786
43700,2,487.2421809,104.5556257,43.59324427,284.2708444,14.62464645,81.56332418,52.04804055,-67.77719574,0.519797933,14.72215748,54.67793509,42.00007629,6,28.5,23,800,400,190,80,2.481905156,20.60501623,7.355986032,0.652855456,58.86490342,11.34140493,35.13860354,1.714056406,20.71338747,30.78335198,14.72215748,8.148061503,10.35679556,3.255286892,41.02928113,0.238064873,1.380096834,0.050136007,10.20146658,2.126166207
43701,2,488.0481504,104.5451546,43.0626117,285.5590927,14.73134738,81.64259442,51.94994202,-67.81971329,0.51997893,14.57879228,54.5418074,42.00007629,6,28.5,23,800,400,190,80,2.508974841,20.67313452,7.345299473,0.658588341,58.56909404,11.31420494,35.18654211,1.803082923,20.62067212,30.40833666,14.57879228,7.733979438,9.977727331,3.45507742,41.15588417,0.239651172,1.377375354,0.050788054,10.20088153,2.12919814
43702,2,487.1300889,104.490879,43.65604449,284.1917444,14.59207825,81.07874383,51.87991568,-67.83957921,0.519996814,14.46810637,54.47999254,42.00007629,6,29,23.1,800,400,190,80,2.507753497,20.58531962,7.273172562,0.650201881,58.42090669,11.31641986,35.29265075,1.881803128,20.84584608,30.8483438,14.46810637,7.6794747,9.914305132,3.410134373,40.83246912,0.239599009,1.375560087,0.049859538,10.26264859,2.135105314
43703,2,487.9206387,104.5213315,43.09927423,285.2827602,14.64937834,81.27658172,51.93032842,-67.8432124,0.51965563,14.41801692,54.36849284,42.00007629,6,28.5,23,800,300,200,48,2.511442729,20.63753695,7.277027085,0.652408662,58.44187597,11.38337557,35.36262605,1.79100374,20.86707018,30.99569452,14.41801692,7.704190816,9.990935655,3.246100523,40.75952183,0.240056312,1.371640222,0.049580414,10.54958211,2.128197528
43704,2,488.493529,104.4235122,42.70543529,285.9277666,14.69113423,81.83108593,51.4489171,-68.03441601,0.520405144,14.48359944,54.47407255,42.00007629,6,28.5,23,800,380,200,45,2.515106784,20.94187619,7.182291216,0.647802279,58.52259962,11.29115297,35.18301329,1.804972205,20.96498365,29.65652851,14.48359944,7.617432445,10.26777193,3.524962176,40.69092257,0.242674399,1.374500797,0.049465278,10.67507207,2.128007334
43705,2,488.9736406,104.5330448,42.79827582,286.2693992,14.6858336,81.82613496,51.6937409,-67.935115,0.520139333,14.64701323,54.54243348,42.00007629,6,29,23,800,380,200,45,2.503872838,21.00726887,6.704534,0.643555412,58.52262344,11.27107861,35.26495465,1.83440204,20.72707001,28.93754584,14.64701323,7.978899588,10.39733854,3.691827877,40.74204407,0.241859442,1.371304528,0.04923455,10.85091454,2.129508273
43706,2,488.5236628,104.5191492,43.0789297,285.912647,14.69116245,81.35822508,52.74120094,-67.47105576,0.519646794,14.03391207,54.42962306,42.00007629,6,29,23.1,800,380,200,45,2.484685927,20.95912289,6.419334039,0.634866893,58.57162741,11.28547127,34.34980355,1.802282359,20.94706523,28.88970418,14.03391207,7.799640641,10.62892071,4.102384724,40.40324552,0.239759071,1.364996831,0.04978767,10.76990866,2.124529577
43707,2,488.0514634,104.481258,43.52657969,285.653642,14.69086646,79.96134979,52.44880267,-67.60296699,0.519700806,13.19775086,53.96264139,42.00007629,6,29,23,800,380,200,45,2.436762795,20.76624067,6.78728667,0.627580965,58.95822408,11.45541213,33.642878,2.133109454,21.42557329,29.32380931,13.19775086,7.035278475,10.10909212,4.943710065,39.81486731,0.239463921,1.369806124,0.04933301,10.64650639,2.094498798
43708,2,487.5818475,104.496531,43.80724632,285.1652794,14.67997951,79.53637641,51.42376202,-68.07375334,0.519988063,13.26861913,53.88333466,42.00007629,6,28.5,23,800,380,150,50,2.448030907,20.67769864,6.790078256,0.621541988,59.03514184,11.48402045,34.06341024,2.172971333,21.47788204,29.24172206,13.26861913,7.218763353,10.07456869,5.055083126,39.48268672,0.238805586,1.373387875,0.050176943,10.7585241,2.089325424
43709,2,488.4924682,104.4765031,44.14481441,285.7534964,14.61252986,78.56939175,51.56735962,-67.95614447,0.521034932,13.39771937,53.62693598,42.00007629,6,28.7,23,800,380,150,50,2.511853404,20.33635951,6.949611942,0.617650096,58.99961018,11.56889655,33.53880539,2.196992662,21.14460493,28.37362397,13.39771937,6.997125116,9.203453167,4.311645475,39.62371613,0.238526503,1.364165613,0.051128374,10.8379615,2.079915542
43710,2,489.300428,104.4947085,42.96874603,286.5442879,14.6847647,81.57733274,52.3511124,-67.59827637,0.512830895,15.25465107,54.51521914,42.00007629,6,29.5,23,800,400,180,50,2.454064039,20.22622863,7.695701684,0.604964487,58.84843529,10.82782842,34.44758994,2.072746298,21.34711517,27.96525731,15.25465107,7.34942068,8.826846276,3.431898041,39.65259876,0.238782917,1.351083988,0.050316506,11.02029107,2.116387261
43711,2,488.8424309,104.477131,42.52642831,285.5170215,14.60868389,83.23081889,52.8062563,-67.38049925,0.490369521,15.26787606,55.06402174,42.00007629,0,28.6,22.8,750,370,180,50,2.275030752,20.66081646,7.727131262,0.621463277,58.66247464,10.48562364,34.43517228,1.844595596,21.40369348,27.45932606,15.26787606,7.872654897,8.834688029,3.381861681,39.9555666,0.237931503,1.373876116,0.049877402,9.869620924,2.143742622
