Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Remarks,Highest-From-Entry-To-Exit,Lowest-From-Entry-To-Exit
680.1,07-10-2020,Wednesday,09:25:00,242.05,15,CE,22600,Sell,07-10-2020,Wednesday,09:53:00,298.05,-840,-23.13571576,08-10-2020,Stop Loss Hit,425,222.25
680.2,07-10-2020,Wednesday,09:25:00,194.15,15,PE,22600,Sell,07-10-2020,Wednesday,15:19:00,53.6,2108.25,72.39248004,08-10-2020,Exit Condition Met For Trade,203.85,45
681,08-10-2020,,09:25:00,23179.2,,,,,08-10-2020,,09:47:00,23282.15,-1695,,,,23289.3,23091.3
681.1,08-10-2020,Thursday,09:25:00,124.05,15,CE,23200,Sell,08-10-2020,Thursday,09:47:00,162.05,-570,-30.63280935,08-10-2020,Stop Loss Hit,165.35,86.8
681.2,08-10-2020,Thursday,09:25:00,130.8,15,PE,23200,Sell,08-10-2020,Thursday,09:32:00,205.8,-1125,-57.33944954,08-10-2020,Stop Loss Hit,209,130.05
682,09-10-2020,,09:25:00,23264,,,,,09-10-2020,,10:08:00,23322.95,-750,,,,23349.05,23132.45
682.1,09-10-2020,Friday,09:25:00,387.5,15,CE,23300,Sell,09-10-2020,Friday,10:08:00,403.5,-240,-4.129032258,15-10-2020,Stop Loss Hit,428.1,327.6
682.2,09-10-2020,Friday,09:25:00,434.95,15,PE,23300,Sell,09-10-2020,Friday,09:38:00,468.95,-510,-7.816990459,15-10-2020,Stop Loss Hit,475,393.15
683,12-10-2020,,09:25:00,24162.95,,,,,12-10-2020,,12:44:00,23874.35,210,,,,24169.55,23683.4
683.1,12-10-2020,Monday,09:25:00,372,15,CE,24200,Sell,12-10-2020,Monday,12:44:00,285,1305,23.38709677,15-10-2020,Stop Loss Hit,375.65,209.7
683.2,12-10-2020,Monday,09:25:00,413.8,15,PE,24200,Sell,12-10-2020,Monday,09:36:00,486.8,-1095,-17.64137264,15-10-2020,Stop Loss Hit,488.95,411.75
684,13-10-2020,,09:25:00,23480,,,,,13-10-2020,,12:16:00,23595.1,60,,,,23775.15,23467.35
684.1,13-10-2020,Tuesday,09:25:00,343.3,15,CE,23500,Sell,13-10-2020,Tuesday,09:46:00,400.3,-855,-16.60355374,15-10-2020,Stop Loss Hit,421.2,325
684.2,13-10-2020,Tuesday,09:25:00,337.85,15,PE,23500,Sell,13-10-2020,Tuesday,12:16:00,276.85,915,18.05535001,15-10-2020,Stop Loss Hit,346.6,201.7
685,14-10-2020,,09:25:00,23267.8,,,,,14-10-2020,,12:25:00,23327.25,-540,,,,23327.25,23149.45
685.1,14-10-2020,Wednesday,09:25:00,262.1,15,CE,23300,Sell,14-10-2020,Wednesday,12:25:00,262.1,0,0,15-10-2020,Stop Loss Hit,272.9,186.4
685.2,14-10-2020,Wednesday,09:25:00,271,15,PE,23300,Sell,14-10-2020,Wednesday,11:31:00,307,-540,-13.28413284,15-10-2020,Stop Loss Hit,320,231.1
686,15-10-2020,,09:25:00,23706.65,,,,,15-10-2020,,13:11:00,23667.35,-217.5,,,,24087.85,23639.6
686.1,15-10-2020,Thursday,09:25:00,140.25,15,CE,23700,Sell,15-10-2020,Thursday,09:38:00,178.25,-570,-27.09447415,15-10-2020,Stop Loss Hit,185.6,102.95
686.2,15-10-2020,Thursday,09:25:00,124.6,15,PE,23700,Sell,15-10-2020,Thursday,13:11:00,101.1,352.5,18.86035313,15-10-2020,Stop Loss Hit,146.7,23.6
687,16-10-2020,,09:25:00,23316.05,,,,,16-10-2020,,09:49:00,23238.1,-687.75,,,,23423.6,23209.4
687.1,16-10-2020,Friday,09:25:00,444.9,15,CE,23300,Sell,16-10-2020,Friday,09:32:00,484.75,-597.75,-8.957069004,22-10-2020,Stop Loss Hit,492.75,408.05
687.2,16-10-2020,Friday,09:25:00,417.95,15,PE,23300,Sell,16-10-2020,Friday,09:49:00,423.95,-90,-1.435578418,22-10-2020,Stop Loss Hit,464.95,348
688,19-10-2020,,09:25:00,23771.5,,,,,19-10-2020,,13:17:00,24216.95,1920,,,,24246.7,23764.05
688.1,19-10-2020,Monday,09:25:00,360.05,15,CE,23800,Sell,19-10-2020,Monday,09:33:00,432.05,-1080,-19.99722261,22-10-2020,Stop Loss Hit,440,356.3
688.2,19-10-2020,Monday,09:25:00,377.5,15,PE,23800,Sell,19-10-2020,Monday,13:17:00,177.5,3000,52.98013245,22-10-2020,Target Hit,383.05,170.6
689,20-10-2020,,09:25:00,24156.05,,,,,20-10-2020,,10:45:00,24283.55,-570,,,,24288.9,24087.95
689.1,20-10-2020,Tuesday,09:25:00,340.9,15,CE,24200,Sell,20-10-2020,Tuesday,10:45:00,355.9,-225,-4.400117336,22-10-2020,Stop Loss Hit,382.25,280
689.2,20-10-2020,Tuesday,09:25:00,353.2,15,PE,24200,Sell,20-10-2020,Tuesday,10:01:00,376.2,-345,-6.51189128,22-10-2020,Stop Loss Hit,379,301.15
690,21-10-2020,,09:25:00,24686.8,,,,,21-10-2020,,14:03:00,24257.95,3375,,,,24823.6,24238.6
690.1,21-10-2020,Wednesday,09:25:00,264.1,15,CE,24700,Sell,21-10-2020,Wednesday,14:03:00,64.1,3000,75.72889057,22-10-2020,Target Hit,306.6,64
690.2,21-10-2020,Wednesday,09:25:00,257.35,15,PE,24700,Sell,21-10-2020,Wednesday,13:16:00,232.35,375,9.714396736,22-10-2020,Stop Loss Hit,267.3,156.95
691,22-10-2020,,09:25:00,24526,,,,,22-10-2020,,09:52:00,24546.9,-840,,,,24551.45,24357.2
691.1,22-10-2020,Thursday,09:25:00,220.7,15,CE,24500,Sell,22-10-2020,Thursday,09:52:00,205.7,225,6.796556411,22-10-2020,Stop Loss Hit,221.05,130.3
691.2,22-10-2020,Thursday,09:25:00,171.4,15,PE,24500,Sell,22-10-2020,Thursday,09:35:00,242.4,-1065,-41.4235706,22-10-2020,Stop Loss Hit,250,166.6
692,23-10-2020,,09:25:00,24672.85,,,,,23-10-2020,,13:02:00,24539.4,204.75,,,,24703.35,24360.85
692.1,23-10-2020,Friday,09:25:00,451.9,15,CE,24700,Sell,23-10-2020,Friday,13:02:00,379.9,1080,15.93272848,29-10-2020,Stop Loss Hit,471.7,304.1
692.2,23-10-2020,Friday,09:25:00,444,15,PE,24700,Sell,23-10-2020,Friday,09:50:00,502.35,-875.25,-13.14189189,29-10-2020,Stop Loss Hit,512.35,425.4
693,26-10-2020,,09:25:00,24431,,,,,26-10-2020,,11:25:00,24364.75,-585,,,,24520.7,24357.5
693.1,26-10-2020,Monday,09:25:00,425.85,15,CE,24400,Sell,26-10-2020,Monday,09:36:00,455.85,-450,-7.044734061,29-10-2020,Stop Loss Hit,458.95,380.4
693.2,26-10-2020,Monday,09:25:00,384.65,15,PE,24400,Sell,26-10-2020,Monday,11:25:00,393.65,-135,-2.339789419,29-10-2020,Stop Loss Hit,410.15,318.15
694,27-10-2020,,09:25:00,23924.2,,,,,27-10-2020,,10:49:00,24402.5,1875,,,,24416.85,23924.2
694.1,27-10-2020,Tuesday,09:25:00,346.95,15,CE,23900,Sell,27-10-2020,Tuesday,09:41:00,421.95,-1125,-21.61694769,29-10-2020,Stop Loss Hit,470.7,346.55
694.2,27-10-2020,Tuesday,09:25:00,350.75,15,PE,23900,Sell,27-10-2020,Tuesday,10:49:00,150.75,3000,57.02066999,29-10-2020,Target Hit,353.45,143.5
695,28-10-2020,,09:25:00,24659.5,,,,,28-10-2020,,09:44:00,24603,-1260,,,,24780.7,24597.5
695.1,28-10-2020,Wednesday,09:25:00,269.35,15,CE,24700,Sell,28-10-2020,Wednesday,09:29:00,338.35,-1035,-25.61722666,29-10-2020,Stop Loss Hit,339.4,263.15
695.2,28-10-2020,Wednesday,09:25:00,306.15,15,PE,24700,Sell,28-10-2020,Wednesday,09:44:00,321.15,-225,-4.89955904,29-10-2020,Stop Loss Hit,337.5,245.9
696,29-10-2020,,09:25:00,24055.2,,,,,29-10-2020,,10:23:00,24041,-270,,,,24218.9,24007.8
696.1,29-10-2020,Thursday,09:25:00,163.2,15,CE,24100,Sell,29-10-2020,Thursday,09:49:00,212.2,-735,-30.0245098,29-10-2020,Stop Loss Hit,231.05,137.2
696.2,29-10-2020,Thursday,09:25:00,225.3,15,PE,24100,Sell,29-10-2020,Thursday,10:23:00,194.3,465,13.75943187,29-10-2020,Stop Loss Hit,250.6,119.2
697,30-10-2020,,09:25:00,24183.4,,,,,30-10-2020,,11:46:00,23757.15,3165,,,,24277.35,23709
697.1,30-10-2020,Friday,09:25:00,543.25,15,CE,24200,Sell,30-10-2020,Friday,11:46:00,343.25,3000,36.81546249,05-11-2020,Target Hit,561,338.5
697.2,30-10-2020,Friday,09:25:00,591.85,15,PE,24200,Sell,30-10-2020,Friday,10:51:00,580.85,165,1.858579032,05-11-2020,Stop Loss Hit,623,505
698,02-11-2020,,09:25:00,24240.7,,,,,02-11-2020,,09:57:00,24169.3,-855,,,,24315.8,24120.6
698.1,02-11-2020,Monday,09:25:00,464.4,15,CE,24200,Sell,02-11-2020,Monday,09:38:00,482.4,-270,-3.875968992,05-11-2020,Stop Loss Hit,489.75,407.25
698.2,02-11-2020,Monday,09:25:00,440.2,15,PE,24200,Sell,02-11-2020,Monday,09:57:00,479.2,-585,-8.859609269,05-11-2020,Stop Loss Hit,511.4,403.5
699,03-11-2020,,09:25:00,25417.55,,,,,03-11-2020,,10:11:00,25349,300,,,,25502.2,25211.55
699.1,03-11-2020,Tuesday,09:25:00,466.65,15,CE,25400,Sell,03-11-2020,Tuesday,10:11:00,411.65,825,11.78613522,05-11-2020,Stop Loss Hit,510,336.6
699.2,03-11-2020,Tuesday,09:25:00,478.4,15,PE,25400,Sell,03-11-2020,Tuesday,09:49:00,513.4,-525,-7.316053512,05-11-2020,Stop Loss Hit,526.45,438
700,04-11-2020,,09:25:00,25520.6,,,,,04-11-2020,,10:06:00,25564.7,495,,,,25773.35,25436.4
700.1,04-11-2020,Wednesday,09:25:00,395.95,15,CE,25500,Sell,04-11-2020,Wednesday,09:42:00,418.95,-345,-5.808814244,05-11-2020,Stop Loss Hit,436.45,343.9
700.2,04-11-2020,Wednesday,09:25:00,414.1,15,PE,25500,Sell,04-11-2020,Wednesday,10:06:00,358.1,840,13.52330355,05-11-2020,Stop Loss Hit,447,283
701,05-11-2020,,09:25:00,26125.4,,,,,05-11-2020,,11:19:00,26152.9,-120,,,,26200.2,26000.05
701.1,05-11-2020,Thursday,09:25:00,166.9,15,CE,26100,Sell,05-11-2020,Thursday,11:19:00,159.9,105,4.19412822,05-11-2020,Stop Loss Hit,192.6,84
701.2,05-11-2020,Thursday,09:25:00,164.65,15,PE,26100,Sell,05-11-2020,Thursday,10:35:00,179.65,-225,-9.110233829,05-11-2020,Stop Loss Hit,208,104
702,06-11-2020,,09:25:00,26299.75,,,,,06-11-2020,,10:51:00,26357.25,106.5,,,,26492.65,26218.45
702.1,06-11-2020,Friday,09:25:00,413.3,15,CE,26300,Sell,06-11-2020,Friday,09:51:00,436.2,-343.5,-5.540769417,12-11-2020,Stop Loss Hit,436.2,358.05
702.2,06-11-2020,Friday,09:25:00,477.9,15,PE,26300,Sell,06-11-2020,Friday,10:51:00,447.9,450,6.277463905,12-11-2020,Stop Loss Hit,501.95,372.7
703,09-11-2020,,09:25:00,27285.95,,,,,09-11-2020,,10:43:00,27248.5,-1080,,,,27452.95,27221.8
703.1,09-11-2020,Monday,09:25:00,349.15,15,CE,27300,Sell,09-11-2020,Monday,09:30:00,416.15,-1005,-19.18946012,12-11-2020,Stop Loss Hit,436.1,341
703.2,09-11-2020,Monday,09:25:00,422.85,15,PE,27300,Sell,09-11-2020,Monday,10:43:00,427.85,-75,-1.182452406,12-11-2020,Stop Loss Hit,473.75,352
704,10-11-2020,,09:25:00,27951.4,,,,,10-11-2020,,11:03:00,28421.2,2085,,,,28423.7,27916.9
704.1,10-11-2020,Tuesday,09:25:00,275.15,15,CE,28000,Sell,10-11-2020,Tuesday,09:42:00,336.15,-915,-22.1697256,12-11-2020,Stop Loss Hit,358,261.15
704.2,10-11-2020,Tuesday,09:25:00,423,15,PE,28000,Sell,10-11-2020,Tuesday,11:03:00,223,3000,47.28132388,12-11-2020,Target Hit,455,215.95
705,11-11-2020,,09:25:00,28893.7,,,,,11-11-2020,,09:40:00,28921.6,-825,,,,28956.05,28803.75
705.1,11-11-2020,Wednesday,09:25:00,331.75,15,CE,28900,Sell,11-11-2020,Wednesday,09:40:00,347.75,-240,-4.822908817,12-11-2020,Stop Loss Hit,360.3,272.05
705.2,11-11-2020,Wednesday,09:25:00,387.7,15,PE,28900,Sell,11-11-2020,Wednesday,09:33:00,426.7,-585,-10.05932422,12-11-2020,Stop Loss Hit,432.35,351.5
706,12-11-2020,,09:25:00,28513.95,,,,,12-11-2020,,12:31:00,28430.4,45,,,,28550.9,28211.4
706.1,12-11-2020,Thursday,09:25:00,199.6,15,CE,28500,Sell,12-11-2020,Thursday,12:31:00,139.6,900,30.06012024,12-11-2020,Stop Loss Hit,210.9,63.65
706.2,12-11-2020,Thursday,09:25:00,163.8,15,PE,28500,Sell,12-11-2020,Thursday,09:38:00,220.8,-855,-34.7985348,12-11-2020,Stop Loss Hit,235,145.7
707,13-11-2020,,09:25:00,27810.8,,,,,13-11-2020,,10:39:00,28037.55,1455,,,,28240.45,27703.3
707.1,13-11-2020,Friday,09:25:00,481.45,15,CE,27800,Sell,13-11-2020,Friday,09:49:00,506.45,-375,-5.192647212,19-11-2020,Stop Loss Hit,519.5,431.25
707.2,13-11-2020,Friday,09:25:00,483.85,15,PE,27800,Sell,13-11-2020,Friday,10:39:00,361.85,1830,25.21442596,19-11-2020,Stop Loss Hit,536.8,286.05
708,17-11-2020,,09:25:00,28866.85,,,,,17-11-2020,,10:26:00,28899.55,-120,,,,29124.35,28809.4
708.1,17-11-2020,Tuesday,09:25:00,337.7,15,CE,28900,Sell,17-11-2020,Tuesday,09:46:00,387.7,-750,-14.80604086,19-11-2020,Stop Loss Hit,400,312.25
708.2,17-11-2020,Tuesday,09:25:00,399.6,15,PE,28900,Sell,17-11-2020,Tuesday,10:26:00,357.6,630,10.51051051,19-11-2020,Stop Loss Hit,434.1,282.05
709,18-11-2020,,09:25:00,29413.05,,,,,18-11-2020,,09:52:00,29451.2,-1005,,,,29457.75,29267.65
709.1,18-11-2020,Wednesday,09:25:00,262.85,15,CE,29400,Sell,18-11-2020,Wednesday,09:52:00,269.85,-105,-2.663115846,19-11-2020,Stop Loss Hit,275.5,194.3
709.2,18-11-2020,Wednesday,09:25:00,289.7,15,PE,29400,Sell,18-11-2020,Wednesday,09:41:00,349.7,-900,-20.71108043,19-11-2020,Stop Loss Hit,352.8,274.2
710,19-11-2020,,09:25:00,29440.75,,,,,19-11-2020,,10:54:00,29380.2,-690,,,,29627.2,29380.2
710.1,19-11-2020,Thursday,09:25:00,158.3,15,CE,29400,Sell,19-11-2020,Thursday,09:41:00,216.3,-870,-36.63929248,19-11-2020,Stop Loss Hit,217.85,140.8
710.2,19-11-2020,Thursday,09:25:00,134.8,15,PE,29400,Sell,19-11-2020,Thursday,10:54:00,122.8,180,8.902077151,19-11-2020,Stop Loss Hit,149.25,47
711,20-11-2020,,09:25:00,28960.75,,,,,20-11-2020,,09:36:00,28943.2,-435,,,,29006.75,28763.7
711.1,20-11-2020,Friday,09:25:00,461.9,15,CE,29000,Sell,20-11-2020,Friday,09:36:00,440.9,315,4.546438623,26-11-2020,Stop Loss Hit,484.85,365.05
711.2,20-11-2020,Friday,09:25:00,520.35,15,PE,29000,Sell,20-11-2020,Friday,09:28:00,570.35,-750,-9.608917075,26-11-2020,Stop Loss Hit,590.9,495.25
712,23-11-2020,,09:25:00,29424.85,,,,,23-11-2020,,10:18:00,29102.6,1050,,,,29464.6,28910.6
712.1,23-11-2020,Monday,09:25:00,429.6,15,CE,29400,Sell,23-11-2020,Monday,10:18:00,317.6,1680,26.0707635,26-11-2020,Stop Loss Hit,448.45,242.4
712.2,23-11-2020,Monday,09:25:00,413.1,15,PE,29400,Sell,23-11-2020,Monday,09:41:00,455.1,-630,-10.16702977,26-11-2020,Stop Loss Hit,476.8,379.25
713,24-11-2020,,09:25:00,29418.65,,,,,24-11-2020,,12:45:00,29438,210,,,,29635.7,29351.4
713.1,24-11-2020,Tuesday,09:25:00,353.2,15,CE,29400,Sell,24-11-2020,Tuesday,10:01:00,395.2,-630,-11.89127973,26-11-2020,Stop Loss Hit,397.5,320.15
713.2,24-11-2020,Tuesday,09:25:00,390.75,15,PE,29400,Sell,24-11-2020,Tuesday,12:45:00,334.75,840,14.33141395,26-11-2020,Stop Loss Hit,417.7,259.15
714,25-11-2020,,09:25:00,30124.8,,,,,25-11-2020,,10:29:00,29984.8,-1230,,,,30197.85,29984.6
714.1,25-11-2020,Wednesday,09:25:00,311,15,CE,30100,Sell,25-11-2020,Wednesday,09:47:00,360,-735,-15.75562701,26-11-2020,Stop Loss Hit,371.3,284.2
714.2,25-11-2020,Wednesday,09:25:00,289,15,PE,30100,Sell,25-11-2020,Wednesday,10:29:00,322,-495,-11.41868512,26-11-2020,Stop Loss Hit,346,246.05
715,26-11-2020,,09:25:00,29159.35,,,,,26-11-2020,,09:36:00,29226.6,-330,,,,29361.4,29145.2
715.1,26-11-2020,Thursday,09:25:00,165.55,15,CE,29200,Sell,26-11-2020,Thursday,09:31:00,227.55,-930,-37.45092117,26-11-2020,Stop Loss Hit,257.6,152
715.2,26-11-2020,Thursday,09:25:00,230.85,15,PE,29200,Sell,26-11-2020,Thursday,09:36:00,190.85,600,17.32726879,26-11-2020,Stop Loss Hit,233.25,115.35
716,27-11-2020,,09:25:00,29592.2,,,,,27-11-2020,,09:52:00,29519.85,-675,,,,29602.65,29400.15
716.1,27-11-2020,Friday,09:25:00,476.2,15,CE,29600,Sell,27-11-2020,Friday,09:52:00,455.2,315,4.409911802,03-12-2020,Stop Loss Hit,476.2,380
716.2,27-11-2020,Friday,09:25:00,495,15,PE,29600,Sell,27-11-2020,Friday,09:43:00,561,-990,-13.33333333,03-12-2020,Stop Loss Hit,605,485.8
717,01-12-2020,,09:25:00,29611.3,,,,,01-12-2020,,12:29:00,29718.65,555,,,,29889.45,29580.85
717.1,01-12-2020,Tuesday,09:25:00,404.9,15,CE,29600,Sell,01-12-2020,Tuesday,10:36:00,463.9,-885,-14.57149914,03-12-2020,Stop Loss Hit,464.1,388.45
717.2,01-12-2020,Tuesday,09:25:00,425.15,15,PE,29600,Sell,01-12-2020,Tuesday,12:29:00,329.15,1440,22.58026579,03-12-2020,Stop Loss Hit,440,253.8
718,02-12-2020,,09:25:00,29772.65,,,,,02-12-2020,,12:58:00,29389.4,2775,,,,29851.2,29317.25
718.1,02-12-2020,Wednesday,09:25:00,290.7,15,CE,29800,Sell,02-12-2020,Wednesday,12:58:00,90.7,3000,68.7994496,03-12-2020,Target Hit,327,85.5
718.2,02-12-2020,Wednesday,09:25:00,343.7,15,PE,29800,Sell,02-12-2020,Wednesday,10:19:00,358.7,-225,-4.364271167,03-12-2020,Stop Loss Hit,374.85,283
719,03-12-2020,,09:25:00,29606.55,,,,,03-12-2020,,12:19:00,29581.05,-469.5,,,,29813,29540.85
719.1,03-12-2020,Thursday,09:25:00,158.55,15,CE,29600,Sell,03-12-2020,Thursday,09:49:00,203.55,-675,-28.38221381,03-12-2020,Stop Loss Hit,209.15,128.5
719.2,03-12-2020,Thursday,09:25:00,174.15,15,PE,29600,Sell,03-12-2020,Thursday,12:19:00,160.45,205.5,7.86678151,03-12-2020,Stop Loss Hit,207.85,76.4
720,04-12-2020,,09:25:00,29584.65,,,,,04-12-2020,,11:40:00,29677.3,630,,,,29980.4,29544.45
720.1,04-12-2020,Friday,09:25:00,446,15,CE,29600,Sell,04-12-2020,Friday,10:14:00,500,-810,-12.10762332,10-12-2020,Stop Loss Hit,501.9,424.35
720.2,04-12-2020,Friday,09:25:00,454,15,PE,29600,Sell,04-12-2020,Friday,11:40:00,358,1440,21.14537445,10-12-2020,Stop Loss Hit,468.55,282.6
721,07-12-2020,,09:25:00,30085.55,,,,,07-12-2020,,10:01:00,30027.8,-660,,,,30195.4,29975
721.1,07-12-2020,Monday,09:25:00,377.05,15,CE,30100,Sell,07-12-2020,Monday,09:38:00,395.05,-270,-4.773902665,10-12-2020,Stop Loss Hit,395.2,319.15
721.2,07-12-2020,Monday,09:25:00,393.25,15,PE,30100,Sell,07-12-2020,Monday,10:01:00,419.25,-390,-6.611570248,10-12-2020,Stop Loss Hit,447.6,343.4
722,08-12-2020,,09:25:00,30198.05,,,,,08-12-2020,,11:02:00,30139.9,-1035,,,,30335.5,30137.15
722.1,08-12-2020,Tuesday,09:25:00,322.7,15,CE,30200,Sell,08-12-2020,Tuesday,10:01:00,388.7,-990,-20.4524326,10-12-2020,Stop Loss Hit,389,312.8
722.2,08-12-2020,Tuesday,09:25:00,354.6,15,PE,30200,Sell,08-12-2020,Tuesday,11:02:00,357.6,-45,-0.846023689,10-12-2020,Stop Loss Hit,371.6,282.15
723,09-12-2020,,09:25:00,30407.8,,,,,09-12-2020,,15:19:00,30714.2,2187,,,Exit Condition Met For Trade,30807.25,30347.35
723.1,09-12-2020,Wednesday,09:25:00,246.9,15,CE,30400,Sell,09-12-2020,Wednesday,13:26:00,287.9,-615,-16.60591333,10-12-2020,Stop Loss Hit,290,212.75
723.2,09-12-2020,Wednesday,09:25:00,269.4,15,PE,30400,Sell,09-12-2020,Wednesday,15:19:00,82.6,2802,69.33927246,10-12-2020,Exit Condition Met For Trade,288,80.05
724,10-12-2020,,09:25:00,30546.55,,,,,10-12-2020,,14:52:00,30562.25,330,,,,30586.6,30202.1
724.1,10-12-2020,Thursday,09:25:00,177.65,15,CE,30500,Sell,10-12-2020,Thursday,14:52:00,80.65,1455,54.601745,10-12-2020,Stop Loss Hit,177.65,4.8
724.2,10-12-2020,Thursday,09:25:00,138.05,15,PE,30500,Sell,10-12-2020,Thursday,09:46:00,213.05,-1125,-54.32814198,10-12-2020,Stop Loss Hit,220,138.05
725,11-12-2020,,09:25:00,30679.75,,,,,11-12-2020,,10:56:00,30649.5,-1170,,,,30811.8,30636.95
725.1,11-12-2020,Friday,09:25:00,400,15,CE,30700,Sell,11-12-2020,Friday,09:41:00,474,-1110,-18.5,17-12-2020,Stop Loss Hit,482.35,398.45
725.2,11-12-2020,Friday,09:25:00,430.85,15,PE,30700,Sell,11-12-2020,Friday,10:56:00,434.85,-60,-0.928397354,17-12-2020,Stop Loss Hit,438.1,359.15
726,14-12-2020,,09:25:00,30785.05,,,,,14-12-2020,,13:09:00,30778.25,-525,,,,30845.8,30624.25
726.1,14-12-2020,Monday,09:25:00,356,15,CE,30800,Sell,14-12-2020,Monday,13:09:00,340,240,4.494382022,17-12-2020,Stop Loss Hit,393.55,265
726.2,14-12-2020,Monday,09:25:00,352.35,15,PE,30800,Sell,14-12-2020,Monday,10:01:00,403.35,-765,-14.47424436,17-12-2020,Stop Loss Hit,412.4,328.2
727,15-12-2020,,09:25:00,30623.2,,,,,15-12-2020,,13:08:00,30564.85,-45,,,,30666.4,30345.75
727.1,15-12-2020,Tuesday,09:25:00,319.55,15,CE,30600,Sell,15-12-2020,Tuesday,13:08:00,266.55,795,16.58582381,17-12-2020,Stop Loss Hit,337.4,191
727.2,15-12-2020,Tuesday,09:25:00,314,15,PE,30600,Sell,15-12-2020,Tuesday,10:05:00,370,-840,-17.8343949,17-12-2020,Stop Loss Hit,375,294.1
728,16-12-2020,,09:25:00,30854.2,,,,,16-12-2020,,15:19:00,30688.1,675.75,,,Exit Condition Met For Trade,30893.1,30587.1
728.1,16-12-2020,Wednesday,09:25:00,210.35,15,CE,30900,Sell,16-12-2020,Wednesday,15:19:00,115.3,1425.75,45.18659377,17-12-2020,Exit Condition Met For Trade,226.9,107
728.2,16-12-2020,Wednesday,09:25:00,250.05,15,PE,30900,Sell,16-12-2020,Wednesday,12:31:00,300.05,-750,-19.9960008,17-12-2020,Stop Loss Hit,423.8,225
729,17-12-2020,,09:25:00,30712.9,,,,,17-12-2020,,15:19:00,30850.1,1480.5,,,Exit Condition Met For Trade,30945.2,30664.4
729.1,17-12-2020,Thursday,09:25:00,135,15,CE,30700,Sell,17-12-2020,Thursday,11:16:00,184,-735,-36.2962963,17-12-2020,Stop Loss Hit,185,108.15
729.2,17-12-2020,Thursday,09:25:00,147.95,15,PE,30700,Sell,17-12-2020,Thursday,15:19:00,0.25,2215.5,99.83102399,17-12-2020,Exit Condition Met For Trade,171.6,0.2
730,18-12-2020,,09:25:00,30688.15,,,,,18-12-2020,,14:09:00,30634.45,-615,,,,30716.15,30374.5
730.1,18-12-2020,Friday,09:25:00,370.75,15,CE,30700,Sell,18-12-2020,Friday,14:09:00,345.75,375,6.743088334,24-12-2020,Stop Loss Hit,383.5,270
730.2,18-12-2020,Friday,09:25:00,377.95,15,PE,30700,Sell,18-12-2020,Friday,09:35:00,443.95,-990,-17.46262733,24-12-2020,Stop Loss Hit,445.65,368.3
731,21-12-2020,,09:25:00,30365.9,,,,,21-12-2020,,12:11:00,30421.95,240,,,,30567.05,30311.6
731.1,21-12-2020,Monday,09:25:00,302.85,15,CE,30400,Sell,21-12-2020,Monday,10:38:00,355.85,-795,-17.50041275,24-12-2020,Stop Loss Hit,361.2,280
731.2,21-12-2020,Monday,09:25:00,357.3,15,PE,30400,Sell,21-12-2020,Monday,12:11:00,288.3,1035,19.31150294,24-12-2020,Stop Loss Hit,385,212.5
732,22-12-2020,,09:25:00,29564.5,,,,,22-12-2020,,09:56:00,29287.65,135,,,,29564.5,29106.9
732.1,22-12-2020,Tuesday,09:25:00,351.3,15,CE,29600,Sell,22-12-2020,Tuesday,09:56:00,271.3,1200,22.77255907,24-12-2020,Stop Loss Hit,354.1,195.8
732.2,22-12-2020,Tuesday,09:25:00,377.05,15,PE,29600,Sell,22-12-2020,Tuesday,09:28:00,448.05,-1065,-18.83039385,24-12-2020,Stop Loss Hit,498,372.1
733,23-12-2020,,09:25:00,29600.55,,,,,23-12-2020,,09:48:00,29654.35,-1095,,,,29656.85,29446
733.1,23-12-2020,Wednesday,09:25:00,241.55,15,CE,29600,Sell,23-12-2020,Wednesday,09:48:00,245.55,-60,-1.655971848,24-12-2020,Stop Loss Hit,260,170
733.2,23-12-2020,Wednesday,09:25:00,224.55,15,PE,29600,Sell,23-12-2020,Wednesday,09:35:00,293.55,-1035,-30.72812291,24-12-2020,Stop Loss Hit,298.1,218.4
734,24-12-2020,,09:25:00,30235,,,,,24-12-2020,,15:19:00,30376.05,1410.75,,,Exit Condition Met For Trade,30545.85,30195.25
734.1,24-12-2020,Thursday,09:25:00,164,15,CE,30200,Sell,24-12-2020,Thursday,10:06:00,204,-600,-24.3902439,24-12-2020,Stop Loss Hit,206,128.05
734.2,24-12-2020,Thursday,09:25:00,134.25,15,PE,30200,Sell,24-12-2020,Thursday,15:19:00,0.2,2010.75,99.85102421,24-12-2020,Exit Condition Met For Trade,147.4,0.2
735,28-12-2020,,09:25:00,30700.85,,,,,28-12-2020,,15:19:00,30860.3,735.75,,,Exit Condition Met For Trade,30929.05,30673.4
735.1,28-12-2020,Monday,09:25:00,357.95,15,CE,30700,Sell,28-12-2020,Monday,12:21:00,414.95,-855,-15.92401173,31-12-2020,Stop Loss Hit,418,339.65
735.2,28-12-2020,Monday,09:25:00,315.65,15,PE,30700,Sell,28-12-2020,Monday,15:19:00,209.6,1590.75,33.59733882,31-12-2020,Exit Condition Met For Trade,329.95,173.5
736,29-12-2020,,09:25:00,31251.15,,,,,29-12-2020,,13:05:00,31225.35,195,,,,31319.9,31002.6
