Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Remarks,Highest-From-Entry-To-Exit,Lowest-From-Entry-To-Exit
251,08-01-2019,,09:25:00,27208.65,,,,,08-01-2019,,15:19:00,27523.75,457.5,,,Exit Condition Met For Trade,27542.4,27197.15
251.1,08-01-2019,Tuesday,09:25:00,167.6,15,CE,27200,Sell,08-01-2019,Tuesday,10:10:00,234.6,-1005,-39.97613365,10-01-2019,Stop Loss Hit,236,159.05
251.2,08-01-2019,Tuesday,09:25:00,139.5,15,PE,27200,Sell,08-01-2019,Tuesday,15:19:00,42,1462.5,69.89247312,10-01-2019,Exit Condition Met For Trade,145.05,40.8
252,09-01-2019,,09:25:00,27619.7,,,,,09-01-2019,,14:52:00,27682.15,-375,,,,27705.4,27409.5
252.1,09-01-2019,Wednesday,09:25:00,115.5,15,CE,27600,Sell,09-01-2019,Wednesday,14:52:00,108.5,105,6.060606061,10-01-2019,Stop Loss Hit,134,33.3
252.2,09-01-2019,Wednesday,09:25:00,127.75,15,PE,27600,Sell,09-01-2019,Wednesday,13:52:00,159.75,-480,-25.04892368,10-01-2019,Stop Loss Hit,165,84.25
253,10-01-2019,,09:25:00,27632,,,,,10-01-2019,,15:19:00,27518.9,1264.5,,,Exit Condition Met For Trade,27684.4,27488.2
253.1,10-01-2019,Thursday,09:25:00,78.9,15,CE,27600,Sell,10-01-2019,Thursday,15:19:00,0.1,1182,99.87325729,10-01-2019,Exit Condition Met For Trade,85,0.05
253.2,10-01-2019,Thursday,09:25:00,67,15,PE,27600,Sell,10-01-2019,Thursday,15:19:00,61.5,82.5,8.208955224,10-01-2019,Exit Condition Met For Trade,114,22.6
254,11-01-2019,,09:25:00,27580.75,,,,,11-01-2019,,15:19:00,27436.05,117.75,,,Exit Condition Met For Trade,27596.5,27382.45
254.1,11-01-2019,Friday,09:25:00,209,15,CE,27600,Sell,11-01-2019,Friday,15:19:00,144.15,972.75,31.02870813,17-01-2019,Exit Condition Met For Trade,213.3,135.55
254.2,11-01-2019,Friday,09:25:00,218.75,15,PE,27600,Sell,11-01-2019,Friday,11:42:00,275.75,-855,-26.05714286,17-01-2019,Stop Loss Hit,279.9,200
255,14-01-2019,,09:25:00,27234.7,,,,,14-01-2019,,15:19:00,27242.4,528.75,,,Exit Condition Met For Trade,27315.25,27182.2
255.1,14-01-2019,Monday,09:25:00,231.95,15,CE,27200,Sell,14-01-2019,Monday,15:19:00,211.6,305.25,8.773442552,17-01-2019,Exit Condition Met For Trade,251.8,191.55
255.2,14-01-2019,Monday,09:25:00,136.95,15,PE,27200,Sell,14-01-2019,Monday,15:19:00,122.05,223.5,10.87988317,17-01-2019,Exit Condition Met For Trade,147.4,101.1
256,15-01-2019,,09:25:00,27352.8,,,,,15-01-2019,,15:19:00,27408.95,393.75,,,Exit Condition Met For Trade,27447.55,27340.9
256.1,15-01-2019,Tuesday,09:25:00,136.55,15,CE,27400,Sell,15-01-2019,Tuesday,15:19:00,158.85,-334.5,-16.33101428,17-01-2019,Exit Condition Met For Trade,170,116
256.2,15-01-2019,Tuesday,09:25:00,160,15,PE,27400,Sell,15-01-2019,Tuesday,15:19:00,111.45,728.25,30.34375,17-01-2019,Exit Condition Met For Trade,164,103.5
257,16-01-2019,,09:25:00,27501.65,,,,,16-01-2019,,15:19:00,27474.25,705.75,,,Exit Condition Met For Trade,27554.75,27462.5
257.1,16-01-2019,Wednesday,09:25:00,114.2,15,CE,27500,Sell,16-01-2019,Wednesday,15:19:00,87.5,400.5,23.38003503,17-01-2019,Exit Condition Met For Trade,138.5,86.5
257.2,16-01-2019,Wednesday,09:25:00,107.8,15,PE,27500,Sell,16-01-2019,Wednesday,15:19:00,87.45,305.25,18.87755102,17-01-2019,Exit Condition Met For Trade,111.15,72.9
258,17-01-2019,,09:25:00,27509.95,,,,,17-01-2019,,14:59:00,27599.55,-1350,,,,27611.55,27335.15
258.1,17-01-2019,Thursday,09:25:00,57.4,15,CE,27500,Sell,17-01-2019,Thursday,14:59:00,76.4,-285,-33.1010453,17-01-2019,Stop Loss Hit,81,1.3
258.2,17-01-2019,Thursday,09:25:00,49.65,15,PE,27500,Sell,17-01-2019,Thursday,13:04:00,120.65,-1065,-143.001007,17-01-2019,Stop Loss Hit,128,45.55
259,18-01-2019,,09:25:00,27484.1,,,,,18-01-2019,,15:19:00,27451.7,108.75,,,Exit Condition Met For Trade,27563.9,27410.65
259.1,18-01-2019,Friday,09:25:00,208.6,15,CE,27500,Sell,18-01-2019,Friday,15:19:00,191.95,249.75,7.981783317,24-01-2019,Exit Condition Met For Trade,234.8,175.15
259.2,18-01-2019,Friday,09:25:00,167.45,15,PE,27500,Sell,18-01-2019,Friday,15:19:00,176.85,-141,-5.613616005,24-01-2019,Exit Condition Met For Trade,208.65,140
260,21-01-2019,,09:25:00,27434.3,,,,,21-01-2019,,15:19:00,27515.35,-360.75,,,Exit Condition Met For Trade,27622.2,27400.9
260.1,21-01-2019,Monday,09:25:00,201.4,15,CE,27400,Sell,21-01-2019,Monday,09:41:00,265.4,-960,-31.7775571,24-01-2019,Stop Loss Hit,271.95,190
260.2,21-01-2019,Monday,09:25:00,152.85,15,PE,27400,Sell,21-01-2019,Monday,15:19:00,112.9,599.25,26.13673536,24-01-2019,Exit Condition Met For Trade,158.95,91
261,22-01-2019,,09:25:00,27451.35,,,,,22-01-2019,,15:19:00,27480.55,477,,,Exit Condition Met For Trade,27519,27385.4
261.1,22-01-2019,Tuesday,09:25:00,141.5,15,CE,27500,Sell,22-01-2019,Tuesday,15:19:00,140.7,12,0.565371025,24-01-2019,Exit Condition Met For Trade,158.2,110
261.2,22-01-2019,Tuesday,09:25:00,175.75,15,PE,27500,Sell,22-01-2019,Tuesday,15:19:00,144.75,465,17.63869132,24-01-2019,Exit Condition Met For Trade,193,130.45
262,23-01-2019,,09:25:00,27523.6,,,,,23-01-2019,,15:19:00,27229.9,1149.75,,,Exit Condition Met For Trade,27564.7,27189.6
262.1,23-01-2019,Wednesday,09:25:00,144.7,15,CE,27500,Sell,23-01-2019,Wednesday,15:19:00,28.05,1749.75,80.61506565,24-01-2019,Exit Condition Met For Trade,151.1,25
262.2,23-01-2019,Wednesday,09:25:00,107.65,15,PE,27500,Sell,23-01-2019,Wednesday,14:31:00,147.65,-600,-37.15745471,24-01-2019,Stop Loss Hit,158.85,72.65
263,24-01-2019,,09:25:00,27191.15,,,,,24-01-2019,,15:19:00,27291.3,1047,,,Exit Condition Met For Trade,27319,27142.8
263.1,24-01-2019,Thursday,09:25:00,65.7,15,CE,27200,Sell,24-01-2019,Thursday,15:19:00,51.6,211.5,21.46118721,24-01-2019,Exit Condition Met For Trade,107.15,2.6
263.2,24-01-2019,Thursday,09:25:00,56,15,PE,27200,Sell,24-01-2019,Thursday,15:19:00,0.3,835.5,99.46428571,24-01-2019,Exit Condition Met For Trade,82.4,0.3
264,25-01-2019,,09:25:00,27403.8,,,,,25-01-2019,,15:19:00,27122.8,923.25,,,Exit Condition Met For Trade,27422.05,27045.2
264.1,25-01-2019,Friday,09:25:00,219.5,15,CE,27400,Sell,25-01-2019,Friday,15:19:00,98.95,1808.25,54.92027335,31-01-2019,Exit Condition Met For Trade,229.3,91.75
264.2,25-01-2019,Friday,09:25:00,167.9,15,PE,27400,Sell,25-01-2019,Friday,13:45:00,226.9,-885,-35.13996426,31-01-2019,Stop Loss Hit,234.5,151.8
265,28-01-2019,,09:25:00,27108.05,,,,,28-01-2019,,15:19:00,26616.1,1407.75,,,Exit Condition Met For Trade,27117.85,26587.95
265.1,28-01-2019,Monday,09:25:00,221.6,15,CE,27100,Sell,28-01-2019,Monday,15:19:00,58.75,2442.75,73.48826715,31-01-2019,Exit Condition Met For Trade,227.1,54.05
265.2,28-01-2019,Monday,09:25:00,166.8,15,PE,27100,Sell,28-01-2019,Monday,09:38:00,235.8,-1035,-41.36690647,31-01-2019,Stop Loss Hit,245.5,160.7
266,29-01-2019,,09:25:00,26572.1,,,,,29-01-2019,,12:50:00,26583.65,-1095,,,,26743.85,26571.2
266.1,29-01-2019,Tuesday,09:25:00,220.35,15,CE,26600,Sell,29-01-2019,Tuesday,09:57:00,295.35,-1125,-34.0367597,31-01-2019,Stop Loss Hit,298.9,219.4
266.2,29-01-2019,Tuesday,09:25:00,175.55,15,PE,26600,Sell,29-01-2019,Tuesday,12:50:00,173.55,30,1.139276559,31-01-2019,Stop Loss Hit,176,98.05
267,30-01-2019,,09:25:00,26775.45,,,,,30-01-2019,,14:46:00,26775,-135,,,,26916.25,26693.7
267.1,30-01-2019,Wednesday,09:25:00,137.5,15,CE,26800,Sell,30-01-2019,Wednesday,14:18:00,150.5,-195,-9.454545455,31-01-2019,Stop Loss Hit,152.1,75.25
267.2,30-01-2019,Wednesday,09:25:00,149.25,15,PE,26800,Sell,30-01-2019,Wednesday,14:46:00,145.25,60,2.680067002,31-01-2019,Stop Loss Hit,188.45,69.5
268,31-01-2019,,09:25:00,26934.95,,,,,31-01-2019,,15:19:00,27298.2,204,,,Exit Condition Met For Trade,27325.05,26891.05
268.1,31-01-2019,Thursday,09:25:00,75,15,CE,26900,Sell,31-01-2019,Thursday,11:31:00,128,-795,-70.66666667,31-01-2019,Stop Loss Hit,141.9,52.25
268.2,31-01-2019,Thursday,09:25:00,66.8,15,PE,26900,Sell,31-01-2019,Thursday,15:19:00,0.2,999,99.7005988,31-01-2019,Exit Condition Met For Trade,80.3,0.2
269,01-02-2019,,09:25:00,27227.95,,,,,01-02-2019,,13:49:00,27289.4,90,,,,27533.05,27216.25
269.1,01-02-2019,Friday,09:25:00,278.05,15,CE,27200,Sell,01-02-2019,Friday,11:39:00,329.05,-765,-18.34202482,07-02-2019,Stop Loss Hit,332.7,253.9
269.2,01-02-2019,Friday,09:25:00,237.8,15,PE,27200,Sell,01-02-2019,Friday,13:49:00,180.8,855,23.96972246,07-02-2019,Stop Loss Hit,248.95,105
270,04-02-2019,,09:25:00,26945.15,,,,,04-02-2019,,15:19:00,27200.15,946.5,,,Exit Condition Met For Trade,27243.8,26825.55
270.1,04-02-2019,Monday,09:25:00,199.85,15,CE,26900,Sell,04-02-2019,Monday,12:04:00,237.85,-570,-19.0142607,07-02-2019,Stop Loss Hit,240.1,162.4
270.2,04-02-2019,Monday,09:25:00,171.35,15,PE,26900,Sell,04-02-2019,Monday,15:19:00,70.25,1516.5,59.0020426,07-02-2019,Exit Condition Met For Trade,230,66.7
271,05-02-2019,,09:25:00,27226.3,,,,,05-02-2019,,15:19:00,27284.5,-183,,,Exit Condition Met For Trade,27348.25,27153.2
271.1,05-02-2019,Tuesday,09:25:00,173.6,15,CE,27200,Sell,05-02-2019,Tuesday,11:57:00,220.6,-705,-27.07373272,07-02-2019,Stop Loss Hit,224,145.3
271.2,05-02-2019,Tuesday,09:25:00,149.95,15,PE,27200,Sell,05-02-2019,Tuesday,15:19:00,115.15,522,23.20773591,07-02-2019,Exit Condition Met For Trade,174,102.65
272,06-02-2019,,09:25:00,27362.75,,,,,06-02-2019,,15:19:00,27393.35,593.25,,,Exit Condition Met For Trade,27425.95,27294.1
272.1,06-02-2019,Wednesday,09:25:00,124.8,15,CE,27400,Sell,06-02-2019,Wednesday,15:19:00,107.4,261,13.94230769,07-02-2019,Exit Condition Met For Trade,135,86.15
272.2,06-02-2019,Wednesday,09:25:00,153.65,15,PE,27400,Sell,06-02-2019,Wednesday,15:19:00,131.5,332.25,14.41588025,07-02-2019,Exit Condition Met For Trade,189,121.7
273,07-02-2019,,09:25:00,27443.95,,,,,07-02-2019,,12:50:00,27334.7,-1050,,,,27589.75,27332.45
273.1,07-02-2019,Thursday,09:25:00,118.3,15,CE,27400,Sell,07-02-2019,Thursday,11:46:00,187.3,-1035,-58.3262891,07-02-2019,Stop Loss Hit,206,111.85
273.2,07-02-2019,Thursday,09:25:00,96.75,15,PE,27400,Sell,07-02-2019,Thursday,12:50:00,97.75,-15,-1.033591731,07-02-2019,Stop Loss Hit,101.95,22.1
274,08-02-2019,,09:25:00,27282.45,,,,,08-02-2019,,15:08:00,27278.5,-330,,,,27482.1,27221.25
274.1,08-02-2019,Friday,09:25:00,190.25,15,CE,27300,Sell,08-02-2019,Friday,13:44:00,234.25,-660,-23.12746386,14-02-2019,Stop Loss Hit,250,158.8
274.2,08-02-2019,Friday,09:25:00,209.5,15,PE,27300,Sell,08-02-2019,Friday,15:08:00,187.5,330,10.50119332,14-02-2019,Stop Loss Hit,225,111.85
275,11-02-2019,,09:25:00,27218.9,,,,,11-02-2019,,15:19:00,27238.2,570,,,Exit Condition Met For Trade,27305.9,27151.55
275.1,11-02-2019,Monday,09:25:00,168.7,15,CE,27200,Sell,11-02-2019,Monday,15:19:00,172.7,-60,-2.37107291,14-02-2019,Exit Condition Met For Trade,207.5,142.75
275.2,11-02-2019,Monday,09:25:00,159.55,15,PE,27200,Sell,11-02-2019,Monday,15:19:00,117.55,630,26.32403635,14-02-2019,Exit Condition Met For Trade,176.35,101.2
276,12-02-2019,,09:25:00,27248.45,,,,,12-02-2019,,15:19:00,27008.85,851.25,,,Exit Condition Met For Trade,27286.65,26997.75
276.1,12-02-2019,Tuesday,09:25:00,187.1,15,CE,27200,Sell,12-02-2019,Tuesday,15:19:00,70.35,1751.25,62.39978621,14-02-2019,Exit Condition Met For Trade,198.15,62.3
276.2,12-02-2019,Tuesday,09:25:00,91.7,15,PE,27200,Sell,12-02-2019,Tuesday,14:44:00,151.7,-900,-65.43075245,14-02-2019,Stop Loss Hit,181.3,76
277,13-02-2019,,09:25:00,27079.6,,,,,13-02-2019,,15:19:00,26875.85,400.5,,,Exit Condition Met For Trade,27093.9,26857.15
277.1,13-02-2019,Wednesday,09:25:00,111.2,15,CE,27100,Sell,13-02-2019,Wednesday,15:19:00,27.5,1255.5,75.26978417,14-02-2019,Exit Condition Met For Trade,119.75,26.55
277.2,13-02-2019,Wednesday,09:25:00,104.4,15,PE,27100,Sell,13-02-2019,Wednesday,13:42:00,161.4,-855,-54.59770115,14-02-2019,Stop Loss Hit,161.75,85.75
278,14-02-2019,,09:25:00,26836.6,,,,,14-02-2019,,15:19:00,26976.65,-123.75,,,Exit Condition Met For Trade,27030,26835.35
278.1,14-02-2019,Thursday,09:25:00,97.8,15,CE,26800,Sell,14-02-2019,Thursday,14:07:00,147.8,-750,-51.12474438,14-02-2019,Stop Loss Hit,170.9,72.6
278.2,14-02-2019,Thursday,09:25:00,41.8,15,PE,26800,Sell,14-02-2019,Thursday,15:19:00,0.05,626.25,99.88038278,14-02-2019,Exit Condition Met For Trade,42.3,0.05
279,15-02-2019,,09:25:00,26868.45,,,,,15-02-2019,,15:19:00,26822.95,-129,,,Exit Condition Met For Trade,26890.85,26635.25
279.1,15-02-2019,Friday,09:25:00,216.65,15,CE,26900,Sell,15-02-2019,Friday,15:19:00,164.25,786,24.18647588,21-02-2019,Exit Condition Met For Trade,217.15,126
279.2,15-02-2019,Friday,09:25:00,220.25,15,PE,26900,Sell,15-02-2019,Friday,11:01:00,281.25,-915,-27.69580023,21-02-2019,Stop Loss Hit,297.25,205.4
280,18-02-2019,,09:25:00,26753.5,,,,,18-02-2019,,15:19:00,26651.1,225.75,,,Exit Condition Met For Trade,26823.85,26641.25
280.1,18-02-2019,Monday,09:25:00,188,15,CE,26800,Sell,18-02-2019,Monday,15:19:00,145.55,636.75,22.57978723,21-02-2019,Exit Condition Met For Trade,216.95,137
280.2,18-02-2019,Monday,09:25:00,198.85,15,PE,26800,Sell,18-02-2019,Monday,15:19:00,226.25,-411,-13.77923058,21-02-2019,Exit Condition Met For Trade,235,162.8
281,19-02-2019,,09:25:00,26756.6,,,,,19-02-2019,,14:48:00,26787.3,-435,,,,26996.45,26735.85
281.1,19-02-2019,Tuesday,09:25:00,157.5,15,CE,26800,Sell,19-02-2019,Tuesday,10:02:00,224.5,-1005,-42.53968254,21-02-2019,Stop Loss Hit,235,148.85
281.2,19-02-2019,Tuesday,09:25:00,184.1,15,PE,26800,Sell,19-02-2019,Tuesday,14:48:00,146.1,570,20.640956,21-02-2019,Stop Loss Hit,191.7,71
282,20-02-2019,,09:25:00,26861.35,,,,,20-02-2019,,15:07:00,26962.15,-915,,,,26973.6,26760.5
282.1,20-02-2019,Wednesday,09:25:00,91.95,15,CE,26900,Sell,20-02-2019,Wednesday,15:07:00,123.95,-480,-34.80152257,21-02-2019,Stop Loss Hit,128.9,48.35
282.2,20-02-2019,Wednesday,09:25:00,142.4,15,PE,26900,Sell,20-02-2019,Wednesday,14:11:00,171.4,-435,-20.36516854,21-02-2019,Stop Loss Hit,182.75,96
283,21-02-2019,,09:25:00,27058.75,,,,,21-02-2019,,15:19:00,27053.65,1434.75,,,Exit Condition Met For Trade,27100.9,26990.1
283.1,21-02-2019,Thursday,09:25:00,44.8,15,CE,27100,Sell,21-02-2019,Thursday,15:19:00,0.2,669,99.55357143,21-02-2019,Exit Condition Met For Trade,49.65,0.2
283.2,21-02-2019,Thursday,09:25:00,91.4,15,PE,27100,Sell,21-02-2019,Thursday,15:19:00,40.35,765.75,55.85339168,21-02-2019,Exit Condition Met For Trade,118.05,28.85
284,22-02-2019,,09:25:00,26956.85,,,,,22-02-2019,,15:19:00,26877.15,492.75,,,Exit Condition Met For Trade,26963.4,26852.75
284.1,22-02-2019,Friday,09:25:00,206.8,15,CE,27000,Sell,22-02-2019,Friday,15:19:00,146.95,897.75,28.9410058,28-02-2019,Exit Condition Met For Trade,208.55,143.05
284.2,22-02-2019,Friday,09:25:00,174.6,15,PE,27000,Sell,22-02-2019,Friday,15:19:00,201.6,-405,-15.46391753,28-02-2019,Exit Condition Met For Trade,220,166.8
285,25-02-2019,,09:25:00,27000.2,,,,,25-02-2019,,15:19:00,27150.15,9,,,Exit Condition Met For Trade,27197.1,26941.35
285.1,25-02-2019,Monday,09:25:00,174.1,15,CE,27000,Sell,25-02-2019,Monday,15:07:00,223.1,-735,-28.1447444,28-02-2019,Stop Loss Hit,239,148
285.2,25-02-2019,Monday,09:25:00,125.3,15,PE,27000,Sell,25-02-2019,Monday,15:19:00,75.7,744,39.58499601,28-02-2019,Exit Condition Met For Trade,147.8,64
286,26-02-2019,,09:25:00,26860,,,,,26-02-2019,,12:37:00,26978.3,-1350,,,,26980.1,26736.6
286.1,26-02-2019,Tuesday,09:25:00,153.75,15,CE,26900,Sell,26-02-2019,Tuesday,12:37:00,198.75,-675,-29.26829268,28-02-2019,Stop Loss Hit,199.55,122.95
286.2,26-02-2019,Tuesday,09:25:00,174.1,15,PE,26900,Sell,26-02-2019,Tuesday,09:43:00,219.1,-675,-25.84721424,28-02-2019,Stop Loss Hit,222,143.35
287,27-02-2019,,09:25:00,27154.65,,,,,27-02-2019,,15:19:00,26799.55,269.25,,,Exit Condition Met For Trade,27189.45,26719.4
287.1,27-02-2019,Wednesday,09:25:00,83.15,15,CE,27200,Sell,27-02-2019,Wednesday,15:19:00,16.2,1004.25,80.5171377,28-02-2019,Exit Condition Met For Trade,97,12.55
287.2,27-02-2019,Wednesday,09:25:00,137.05,15,PE,27200,Sell,27-02-2019,Wednesday,11:21:00,186.05,-735,-35.75337468,28-02-2019,Stop Loss Hit,197.05,110.75
288,28-02-2019,,09:25:00,26915.3,,,,,28-02-2019,,15:19:00,26801.35,669,,,Exit Condition Met For Trade,26920.5,26762.55
288.1,28-02-2019,Thursday,09:25:00,82.85,15,CE,26900,Sell,28-02-2019,Thursday,15:19:00,0.25,1239,99.69824985,28-02-2019,Exit Condition Met For Trade,85.65,0.2
288.2,28-02-2019,Thursday,09:25:00,72.65,15,PE,26900,Sell,28-02-2019,Thursday,15:03:00,110.65,-570,-52.30557467,28-02-2019,Stop Loss Hit,120.4,35.25
289,01-03-2019,,09:25:00,27013.8,,,,,01-03-2019,,15:19:00,27045.95,333,,,Exit Condition Met For Trade,27076.55,26953.6
289.1,01-03-2019,Friday,09:25:00,213.25,15,CE,27000,Sell,01-03-2019,Friday,15:19:00,227,-206.25,-6.447831184,07-03-2019,Exit Condition Met For Trade,246.85,178.65
289.2,01-03-2019,Friday,09:25:00,176.7,15,PE,27000,Sell,01-03-2019,Friday,15:19:00,140.75,539.25,20.34521788,07-03-2019,Exit Condition Met For Trade,188.1,117.15
290,05-03-2019,,09:25:00,27055.25,,,,,05-03-2019,,15:19:00,27550.5,1065,,,Exit Condition Met For Trade,27580.75,27033.9
290.1,05-03-2019,Tuesday,09:25:00,123.85,15,CE,27100,Sell,05-03-2019,Tuesday,12:28:00,191.85,-1020,-54.90512717,07-03-2019,Stop Loss Hit,199,115.95
290.2,05-03-2019,Tuesday,09:25:00,175.05,15,PE,27100,Sell,05-03-2019,Tuesday,15:19:00,36.05,2085,79.40588403,07-03-2019,Exit Condition Met For Trade,177.5,25.3
291,06-03-2019,,09:25:00,27616.75,,,,,06-03-2019,,15:19:00,27622.65,-279.75,,,Exit Condition Met For Trade,27681.65,27492.05
291.1,06-03-2019,Wednesday,09:25:00,100.5,15,CE,27600,Sell,06-03-2019,Wednesday,15:19:00,75.15,380.25,25.2238806,07-03-2019,Exit Condition Met For Trade,145,41.65
291.2,06-03-2019,Wednesday,09:25:00,118,15,PE,27600,Sell,06-03-2019,Wednesday,13:02:00,162,-660,-37.28813559,07-03-2019,Stop Loss Hit,165.5,86.4
292,07-03-2019,,09:25:00,27587.55,,,,,07-03-2019,,15:19:00,27756.05,222,,,Exit Condition Met For Trade,27815.5,27564.55
292.1,07-03-2019,Thursday,09:25:00,42.15,15,CE,27600,Sell,07-03-2019,Thursday,14:05:00,101.15,-885,-139.9762752,07-03-2019,Stop Loss Hit,109.95,25.55
292.2,07-03-2019,Thursday,09:25:00,73.85,15,PE,27600,Sell,07-03-2019,Thursday,15:19:00,0.05,1107,99.93229519,07-03-2019,Exit Condition Met For Trade,78.35,0.05
293,08-03-2019,,09:25:00,27693.7,,,,,08-03-2019,,15:19:00,27769.2,222.75,,,Exit Condition Met For Trade,27811.35,27648.3
293.1,08-03-2019,Friday,09:25:00,167.5,15,CE,27700,Sell,08-03-2019,Friday,11:26:00,223.5,-840,-33.43283582,14-03-2019,Stop Loss Hit,231.25,148.5
293.2,08-03-2019,Friday,09:25:00,197.25,15,PE,27700,Sell,08-03-2019,Friday,15:19:00,126.4,1062.75,35.91888466,14-03-2019,Exit Condition Met For Trade,213.95,118
294,11-03-2019,,09:25:00,27918.3,,,,,11-03-2019,,15:19:00,27968.9,-486.75,,,Exit Condition Met For Trade,28035.6,27918.3
294.1,11-03-2019,Monday,09:25:00,172.4,15,CE,27900,Sell,11-03-2019,Monday,11:04:00,245.4,-1095,-42.34338747,14-03-2019,Stop Loss Hit,246,170.25
294.2,11-03-2019,Monday,09:25:00,136.85,15,PE,27900,Sell,11-03-2019,Monday,15:19:00,96.3,608.25,29.63098283,14-03-2019,Exit Condition Met For Trade,137.5,78.85
295,12-03-2019,,09:25:00,28183.85,,,,,12-03-2019,,15:19:00,28431.7,343.5,,,Exit Condition Met For Trade,28488.1,28166.75
295.1,12-03-2019,Tuesday,09:25:00,109.9,15,CE,28200,Sell,12-03-2019,Tuesday,10:38:00,178.9,-1035,-62.78434941,14-03-2019,Stop Loss Hit,182.15,103.6
295.2,12-03-2019,Tuesday,09:25:00,145.2,15,PE,28200,Sell,12-03-2019,Tuesday,15:19:00,53.3,1378.5,63.29201102,14-03-2019,Exit Condition Met For Trade,149.4,43.5
296,13-03-2019,,09:25:00,28407.55,,,,,13-03-2019,,15:19:00,28898.45,457.5,,,Exit Condition Met For Trade,28927.7,28403.4
296.1,13-03-2019,Wednesday,09:25:00,125.15,15,CE,28400,Sell,13-03-2019,Wednesday,09:37:00,200.15,-1125,-59.9280863,14-03-2019,Stop Loss Hit,201.8,124.85
296.2,13-03-2019,Wednesday,09:25:00,116.7,15,PE,28400,Sell,13-03-2019,Wednesday,15:19:00,11.2,1582.5,90.40274207,14-03-2019,Exit Condition Met For Trade,116.95,8.75
297,14-03-2019,,09:25:00,29037.45,,,,,14-03-2019,,15:19:00,28925.05,671.25,,,Exit Condition Met For Trade,29058.2,28819.75
297.1,14-03-2019,Thursday,09:25:00,101,15,CE,29000,Sell,14-03-2019,Thursday,15:19:00,0.25,1511.25,99.75247525,14-03-2019,Exit Condition Met For Trade,110.85,0.25
297.2,14-03-2019,Thursday,09:25:00,84.55,15,PE,29000,Sell,14-03-2019,Thursday,10:26:00,140.55,-840,-66.23299823,14-03-2019,Stop Loss Hit,155,65
298,15-03-2019,,09:25:00,29222.25,,,,,15-03-2019,,15:19:00,29389.7,360.75,,,Exit Condition Met For Trade,29520.7,29213.65
298.1,15-03-2019,Friday,09:25:00,242.25,15,CE,29200,Sell,15-03-2019,Friday,09:55:00,312.25,-1050,-28.89576883,20-03-2019,Stop Loss Hit,314,237.25
298.2,15-03-2019,Friday,09:25:00,227.8,15,PE,29200,Sell,15-03-2019,Friday,15:19:00,133.75,1410.75,41.28621598,20-03-2019,Exit Condition Met For Trade,228.4,88.85
299,18-03-2019,,09:25:00,29713.6,,,,,18-03-2019,,11:21:00,29559.4,810,,,,29812,29361.65
299.1,18-03-2019,Monday,09:25:00,264.7,15,CE,29700,Sell,18-03-2019,Monday,11:21:00,178.7,1290,32.48961088,20-03-2019,Stop Loss Hit,299.7,103.6
299.2,18-03-2019,Monday,09:25:00,209.45,15,PE,29700,Sell,18-03-2019,Monday,10:14:00,241.45,-480,-15.27810933,20-03-2019,Stop Loss Hit,253.35,166.25
300,19-03-2019,,09:25:00,29632.5,,,,,19-03-2019,,15:19:00,29798.05,1951.5,,,Exit Condition Met For Trade,29799.75,29547.7
300.1,19-03-2019,Tuesday,09:25:00,216.4,15,CE,29600,Sell,19-03-2019,Tuesday,10:56:00,222.4,-90,-2.772643253,20-03-2019,Stop Loss Hit,230.65,147
300.2,19-03-2019,Tuesday,09:25:00,175.15,15,PE,29600,Sell,19-03-2019,Tuesday,15:19:00,39.05,2041.5,77.70482444,20-03-2019,Exit Condition Met For Trade,188.3,37.2
301,20-03-2019,,09:25:00,29686,,,,,20-03-2019,,15:19:00,29832.25,458.25,,,Exit Condition Met For Trade,29885.2,29633.5
301.1,20-03-2019,Wednesday,09:25:00,71.55,15,CE,29700,Sell,20-03-2019,Wednesday,14:12:00,117.55,-690,-64.2907058,20-03-2019,Stop Loss Hit,122.75,41.75
301.2,20-03-2019,Wednesday,09:25:00,76.7,15,PE,29700,Sell,20-03-2019,Wednesday,15:19:00,0.15,1148.25,99.80443286,20-03-2019,Exit Condition Met For Trade,88.65,0.1
302,22-03-2019,,09:25:00,29948.8,,,,,22-03-2019,,13:03:00,29823.2,480,,,,30008.1,29669.05
302.1,22-03-2019,Friday,09:25:00,311.75,15,CE,29900,Sell,22-03-2019,Friday,13:03:00,246.75,975,20.8500401,28-03-2019,Stop Loss Hit,343.55,171.75
302.2,22-03-2019,Friday,09:25:00,186.25,15,PE,29900,Sell,22-03-2019,Friday,10:32:00,219.25,-495,-17.71812081,28-03-2019,Stop Loss Hit,236,143.75
303,25-03-2019,,09:25:00,29259.8,,,,,25-03-2019,,15:19:00,29278.2,-15,,,Exit Condition Met For Trade,29311,29156.25
303.1,25-03-2019,Monday,09:25:00,205.05,15,CE,29300,Sell,25-03-2019,Monday,15:19:00,182.05,345,11.2167764,28-03-2019,Exit Condition Met For Trade,227.1,141.05
303.2,25-03-2019,Monday,09:25:00,194,15,PE,29300,Sell,25-03-2019,Monday,14:30:00,218,-360,-12.37113402,28-03-2019,Stop Loss Hit,232.75,142.4
